# wx wy wz  dvx dvy dvz  mag  devMax devMin  nfaces  mat  pNy nPar created
-12.33869 0.01114 -20.69065  0.004810 0.011140 0.000000  0.012134  66.65 66.65  2  rooms::mirUV  0.000 1 1
49.47814 13.74179 -61.02349  0.104141 0.000000 -0.000008  0.104141  0.00 0.00  5  rooms  0.000 1 1
-10.61975 10.74511 -37.16170  0.000000 0.000000 -0.131199  0.131199  0.00 0.00  6  rooms  0.000 1 1
30.33168 3.27272 -76.01431  0.000000 0.000000 -0.101791  0.101791  0.00 0.00  4  rooms  0.000 1 1
-12.44352 0.25917 -12.97785  -0.100024 0.000000 0.000000  0.100024  0.00 0.00  4  rooms::mirUV  0.000 1 1
-12.33826 0.01206 -20.64705  0.005238 0.012059 0.000000  0.013147  66.52 66.52  2  rooms::mirUV  0.000 1 1
-12.34720 -0.00711 -19.16589  -0.003703 -0.007105 0.000000  0.008012  62.47 62.47  2  rooms::mirUV  0.000 1 1
8.88352 4.74696 -57.46540  -0.112006 0.000014 -0.068325  0.131201  0.00 0.00  4  rooms::mirUV  0.000 1 1
-12.34316 0.00066 -16.90861  0.000341 0.000657 0.000000  0.000741  62.54 62.54  2  rooms::mirUV  0.000 1 1
25.47504 4.74634 -76.04372  0.000000 0.000000 -0.131203  0.131203  0.00 0.00  4  rooms  0.000 1 1
9.87480 4.93740 -47.56587  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms  0.000 1 1
-12.33944 0.01034 -21.38829  0.004061 0.010343 0.000000  0.011112  68.56 68.56  2  rooms::mirUV  0.000 1 1
1.13551 -0.00391 -2.53379  0.000000 -0.003908 0.000000  0.003908  0.00 0.00  9  floor::mirUV  1.000 1 1
43.41079 16.80657 -49.29221  0.000000 0.000000 0.081787  0.081787  0.00 0.00  7  rooms::mirUV  0.000 1 1
-12.34003 0.00878 -21.34469  0.003469 0.008784 0.000000  0.009444  68.45 68.45  2  rooms::mirUV  0.000 1 1
-12.34185 0.00635 -25.54662  0.001654 0.006354 0.000000  0.006566  75.41 75.41  2  rooms::mirUV  0.000 1 1
-4.93740 12.20608 -37.06111  0.000000 0.000000 -0.030613  0.030613  0.07 0.00  9  rooms  0.000 1 1
43.41079 18.26211 -49.27398  0.000000 0.000000 0.100025  0.100025  0.00 0.00  4  rooms::mirUV  0.000 1 1
-6.10425 -0.01744 -52.81819  0.000000 -0.017437 0.000000  0.017437  0.00 0.00  4  floor::mirUV  1.000 1 1
-12.34273 0.00150 -16.52950  0.000769 0.001503 0.000000  0.001688  62.92 62.92  2  rooms::mirUV  0.000 1 1
-9.89288 6.25734 -37.13052  0.000000 0.000007 -0.100025  0.100025  0.00 0.00  4  rooms  0.000 1 1
34.73205 0.00075 -49.37455  0.000000 0.000745 -0.000549  0.000926  53.62 53.62  2  rooms::mirUV  0.000 1 1
-12.44764 7.74482 -27.40522  -0.104141 -0.000001 0.000000  0.104141  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.34350 0.00000 -22.57036  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
-12.34297 0.00160 -22.52826  0.000530 0.001603 0.000000  0.001688  71.69 71.69  2  rooms::mirUV  0.000 1 1
9.87480 4.93740 -47.40916  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms  0.000 1 1
12.32764 7.39630 -21.71609  -0.015859 -0.009801 0.000000  0.018643  31.72 31.72  2  rooms  0.894 1 1
-12.33970 0.00922 -21.03947  0.003801 0.009224 0.000000  0.009976  67.60 67.60  2  rooms::mirUV  0.000 1 1
-12.38431 7.44666 -19.80200  -0.040812 0.020560 0.000036  0.045699  26.74 26.74  3  rooms::mirUV  0.000 1 1
2.95086 1.74549 -37.13464  -0.000007 0.000044 -0.104141  0.104141  0.03 0.00  5  rooms  0.000 1 1
23.75370 7.81112 -75.94960  0.000000 0.000000 -0.037079  0.037079  0.00 0.00  7  rooms  0.000 1 1
2.31441 -0.02214 -54.12070  0.000000 -0.022143 0.000000  0.022143  0.00 0.00  6  floor::mirUV  1.000 1 1
-12.34012 0.00814 -20.99587  0.003376 0.008143 0.000000  0.008815  67.48 67.48  2  rooms::mirUV  0.000 1 1
17.76687 4.74634 -53.04872  -0.131201 0.000000 0.000000  0.131201  0.00 0.00  4  rooms::mirUV  0.000 1 1
-12.34058 0.00586 -19.54475  0.002918 0.005856 0.000000  0.006542  63.51 63.51  2  rooms::mirUV  0.000 1 1
-10.93316 -0.02450 -51.53200  0.000000 -0.024496 0.000000  0.024496  0.00 0.00  8  floor::mirUV  1.000 1 1
-2.59990 4.74694 -45.91502  -0.131200 -0.000000 0.000000  0.131200  0.00 0.00  4  rooms::mirUV  0.000 1 1
-3.28353 4.74598 4.18947  -0.099558 0.000000 0.085450  0.131200  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.34080 0.00538 -19.50266  0.002697 0.005384 0.000000  0.006022  63.39 63.39  2  rooms::mirUV  0.000 1 1
-2.51464 -0.02139 -47.48071  -0.045940 -0.041389 -0.005539  0.062082  42.27 42.27  3  rooms::mirUV  0.000 1 1
-3.43545 -0.02273 -28.80351  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  5  floor::mirUV  1.000 1 1
-12.38058 1.80813 -8.58590  -0.037083 0.000000 0.000000  0.037083  0.00 0.00  9  rooms::mirUV  0.000 1 1
-12.34317 0.00062 -17.20348  0.000325 0.000616 0.000000  0.000697  62.19 62.19  2  rooms::mirUV  0.000 1 1
44.85548 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1
-12.34317 0.00062 -17.24560  0.000326 0.000616 0.000000  0.000697  62.11 62.11  2  rooms::mirUV  0.000 1 1
40.35234 1.80813 -49.32368  0.000000 0.000000 0.050320  0.050320  0.00 0.00  7  rooms::mirUV  0.000 1 1
-3.70305 7.67852 -5.55457  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms::mirUV  0.000 1 1
-12.34257 0.00187 -30.02701  0.000928 0.001866 0.000000  0.002084  63.56 63.56  2  rooms::mirUV  0.000 1 1
17.85746 16.80657 -65.41362  -0.040611 0.000000 0.000000  0.040611  0.00 0.00  9  rooms::mirUV  0.000 1 1
-12.34316 0.00069 -15.69573  0.000340 0.000692 0.000000  0.000771  63.86 63.86  2  rooms::mirUV  0.000 1 1
17.83540 1.80813 -70.05238  -0.062672 0.000000 0.000000  0.062672  0.00 0.00  8  rooms::mirUV  0.000 1 1
2.46328 0.00845 -41.28704  -0.005424 0.008450 0.000000  0.010041  57.30 57.30  2  rooms  0.000 1 1
-12.34330 0.00067 -23.24389  0.000196 0.000669 0.000000  0.000697  73.63 73.63  2  rooms::mirUV  0.000 1 1
-7.32895 -0.02038 -36.37957  0.000000 -0.020379 0.000000  0.020379  0.00 0.00  5  floor::mirUV  1.000 1 1
-12.34330 0.00067 -23.20179  0.000197 0.000669 0.000000  0.000697  73.55 73.55  2  rooms::mirUV  0.000 1 1
-12.34257 0.00373 -25.33661  0.000933 0.003727 0.000000  0.003842  75.95 75.95  2  rooms::mirUV  0.000 1 1
17.79629 3.27272 -52.98966  -0.101788 0.000000 0.000000  0.101788  0.00 0.00  5  rooms::mirUV  0.000 1 1
4.84068 4.82466 -37.07966  -0.097001 0.077719 -0.042000  0.131200  41.29 41.29  5  rooms::mirUV  0.000 1 1
12.36461 3.30531 -34.98926  0.021114 -0.027676 -0.001945  0.034865  52.73 52.73  7  rooms  0.000 1 1
-12.34350 12.34350 -30.35247  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms::mirUV  0.000 1 1
17.79393 13.74179 -70.78014  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1
-12.34254 0.00380 -25.37861  0.000959 0.003801 0.000000  0.003920  75.83 75.83  2  rooms::mirUV  0.000 1 1
-12.19041 7.74723 -37.13464  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  6  rooms  0.000 1 1
2.47343 4.68185 -37.89989  0.004730 0.000000 0.000000  0.004730  0.00 0.00  5  rooms  0.000 1 1
-12.34298 0.00154 -22.40198  0.000521 0.001544 0.000000  0.001629  71.36 71.36  2  rooms::mirUV  0.000 1 1
-7.54593 -0.00714 -25.15109  0.000000 -0.007143 0.000000  0.007143  0.00 0.00  6  floor::mirUV  1.000 1 1
-12.33962 0.00919 -20.86506  0.003878 0.009192 0.000000  0.009976  67.13 67.13  2  rooms::mirUV  0.000 1 1
-2.57049 3.26910 -41.52040  -0.101789 -0.000000 0.000000  0.101789  0.00 0.00  4  rooms::mirUV  0.000 1 1
-12.34175 0.00344 -19.37637  0.001751 0.003444 0.000000  0.003864  63.05 63.05  2  rooms::mirUV  0.000 1 1
49.41143 10.72993 -76.01182  0.083534 -0.019398 -0.099297  0.131202  40.82 40.82  5  rooms  0.000 1 1
-12.34186 0.00321 -19.33427  0.001641 0.003212 0.000000  0.003607  62.93 62.93  2  rooms::mirUV  0.000 1 1
2.56872 0.25796 -61.04015  0.100024 -0.000005 0.000000  0.100024  0.00 0.00  6  rooms  0.000 1 1
-9.86247 1.06077 -47.05959  0.012329 0.000000 0.000000  0.012329  0.00 0.00  7  rooms::mirUV  0.000 1 1
-13.07505 7.11532 -23.41167  -0.030001 0.060000 0.000000  0.067083  0.00 0.00  7  rooms  0.894 1 1
-2.59990 4.74694 -44.45015  -0.131200 0.000000 0.000000  0.131200  0.00 0.00  5  rooms::mirUV  0.000 1 1
17.88011 1.68156 -64.93266  -0.017965 0.000000 0.000000  0.017965  0.00 0.00  6  rooms::mirUV  0.000 1 1
2.50764 -0.03036 -44.45802  0.038937 -0.050360 -0.007870  0.064142  52.62 52.62  3  rooms  0.000 1 1
-12.34282 0.00130 -17.07711  0.000683 0.001301 0.000000  0.001470  62.32 62.32  2  rooms::mirUV  0.000 1 1
49.43050 1.80813 -62.48776  0.056496 0.000000 0.000000  0.056496  0.00 0.00  7  rooms  0.000 1 1
-12.34328 0.00074 -23.03341  0.000224 0.000737 0.000000  0.000771  73.09 73.09  2  rooms::mirUV  0.000 1 1
-12.34284 0.00141 -20.04990  0.000658 0.001405 0.000000  0.001552  64.90 64.90  2  rooms::mirUV  0.000 1 1
-12.34315 0.00068 -16.69799  0.000350 0.000679 0.000000  0.000764  62.73 62.73  2  rooms::mirUV  0.000 1 1
38.93838 18.26211 -49.27398  0.000000 0.000000 0.100025  0.100025  0.00 0.00  4  rooms::mirUV  0.000 1 1
-12.34327 0.00072 -22.73874  0.000229 0.000718 0.000000  0.000754  72.32 72.32  2  rooms::mirUV  0.000 1 1
-12.34327 0.00073 -22.69664  0.000233 0.000725 0.000000  0.000762  72.21 72.21  2  rooms::mirUV  0.000 1 1
39.33797 3.33600 -75.95107  0.000000 0.000000 -0.038551  0.038551  0.00 0.00  7  rooms  0.000 1 1
-12.33967 0.00952 -21.21388  0.003829 0.009518 0.000000  0.010260  68.09 68.09  2  rooms::mirUV  0.000 1 1
49.47814 13.74179 -50.48842  0.104141 0.000000 -0.000011  0.104141  0.07 0.00  5  rooms  0.000 1 1
12.44529 3.26665 -16.99010  0.101789 -0.000036 -0.000002  0.101789  0.03 0.02  6  rooms  0.000 1 1
-2.46800 0.00048 -42.49326  0.000695 0.000479 0.000000  0.000844  34.57 34.57  2  rooms::mirUV  0.000 1 1
-12.41296 6.30977 -24.72993  -0.069461 0.000000 -0.042931  0.081657  31.72 31.72  4  rooms  0.000 1 1
-12.34623 0.00853 -25.04261  -0.002726 -0.011469 -0.000011  0.011789  76.63 76.63  2  rooms::mirUV  0.000 1 1
-12.34811 0.01144 -17.56576  -0.004612 -0.008564 0.000221  0.009730  61.71 61.71  2  rooms::mirUV  0.000 1 1
-12.32411 2.48068 -23.32744  0.019388 0.011982 0.000000  0.022792  31.72 31.72  2  rooms::mirUV  0.894 1 1
-12.37000 -0.03308 -15.99925  -0.026505 -0.053077 0.003600  0.059436  63.52 63.52  2  rooms::mirUV  0.000 1 1
12.24707 -0.02332 -32.58852  0.000000 -0.023320 0.000000  0.023320  0.00 0.00  5  floor::mirUV  1.000 1 1
40.47529 12.20488 -75.94313  0.000000 0.000000 -0.030609  0.030609  0.00 0.00  10  rooms  0.000 1 1
16.46834 -0.00609 -62.26029  -0.007664 -0.006088 -0.015415  0.018260  19.48 19.47  5  rooms  0.000 1 1
-7.04447 3.26669 -5.45279  0.000000 0.000002 0.101789  0.101789  0.00 0.00  5  rooms::mirUV  0.000 1 1
-12.47470 4.74336 -30.91299  -0.131200 0.000032 -0.000002  0.131200  0.00 0.00  5  rooms::mirUV  0.000 1 1
-12.34617 0.01064 -23.56295  -0.002671 -0.009356 -0.000002  0.009730  74.07 74.07  2  rooms::mirUV  0.000 1 1
49.47814 1.74485 -72.90620  0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms  0.000 1 1
-0.18805 -0.00979 -2.40240  0.000000 -0.009790 0.000000  0.009790  0.00 0.00  7  floor::mirUV  1.000 1 1
2.46271 0.00941 -41.16088  -0.005994 0.009405 0.000000  0.011153  57.49 57.49  2  rooms  0.000 1 1
17.85746 4.80963 -71.41299  -0.040611 0.000000 0.000000  0.040611  0.00 0.00  9  rooms::mirUV  0.000 1 1
12.42205 9.33598 -13.95243  0.078553 0.000000 0.000000  0.078553  0.00 0.00  7  rooms  0.000 1 1
-12.37189 -0.05670 -21.96320  -0.028394 -0.076702 -0.000010  0.081789  69.69 69.69  2  rooms::mirUV  0.000 1 1
12.44764 1.74786 -31.08778  0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms  0.000 1 1
3.71193 3.33323 -2.04895  0.038553 -0.000000 0.000000  0.038553  0.00 0.00  10  rooms  0.000 1 1
-12.32580 5.94084 -18.52619  0.017696 0.000000 -0.010937  0.020803  31.72 31.72  2  rooms::mirUV  0.000 1 1
-12.44764 1.74786 -25.80202  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.34350 1.74786 -24.68700  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms::mirUV  0.000 1 1
-4.94267 3.46799 -39.73064  -0.005270 0.000000 0.000000  0.005270  0.00 0.00  4  rooms  0.000 1 1
-2.46809 0.00058 -48.44952  0.000609 0.000584 0.000000  0.000844  43.78 43.78  2  rooms::mirUV  0.000 1 1
-12.44764 1.74786 -24.97027  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  6  rooms::mirUV  0.000 1 1
9.91541 4.80963 -48.90992  0.040612 0.000000 0.000000  0.040612  0.00 0.00  6  rooms  0.000 1 1
-12.44764 1.74786 -25.08479  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1
28.47202 10.81261 -75.95314  0.000000 -0.000005 -0.040611  0.040611  0.00 0.00  11  rooms  0.000 1 1
42.42717 15.26966 -76.01431  0.000000 0.000000 -0.101791  0.101791  0.00 0.00  5  rooms  0.000 1 1
29.91671 12.20488 -49.31192  0.000000 0.000000 0.062084  0.062084  0.00 0.00  4  rooms::mirUV  0.000 1 1
-12.44764 1.74786 -25.03054  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
9.92688 1.81054 -42.96719  0.052083 0.000000 0.000000  0.052083  0.00 0.00  5  rooms  0.000 1 1
-12.37352 1.68156 -25.80201  -0.030024 0.000000 0.000000  0.030024  0.00 0.00  8  rooms::mirUV  0.000 1 1
-12.32599 6.03064 -24.67618  0.017513 0.000000 0.010824  0.020588  31.72 31.72  2  rooms  0.000 1 1
-12.34350 9.33598 -37.03050  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms::mirUV  0.000 1 1
-12.34350 0.30738 -24.68700  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms::mirUV  0.000 1 1
-12.38058 0.30738 -25.80201  -0.037083 0.000000 0.000000  0.037083  0.03 0.00  10  rooms::mirUV  0.000 1 1
4.89702 10.68002 -5.47485  -0.000001 0.000001 0.079730  0.079730  0.00 0.00  8  rooms::mirUV  0.000 1 1
-12.44353 0.25916 -24.91000  -0.100024 -0.000002 0.000000  0.100024  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.34321 0.00078 -21.73711  0.000290 0.000778 0.000000  0.000830  69.56 69.56  2  rooms::mirUV  0.000 1 1
2.51578 3.20401 -40.01980  0.047083 0.000000 0.000000  0.047083  0.00 0.00  6  rooms  0.000 1 1
-12.44352 0.25917 -24.97630  -0.100024 0.000000 0.000002  0.100024  0.02 0.00  4  rooms::mirUV  0.000 1 1
47.97094 0.01865 -49.37222  0.001442 -0.001354 0.001778  0.002659  48.05 48.05  3  rooms::mirUV  0.000 1 1
46.40776 16.74328 -49.24280  0.000000 0.000000 0.131199  0.131199  0.00 0.00  5  rooms::mirUV  0.000 1 1
-12.34350 0.00000 -15.52090  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
-12.37411 0.20492 -30.91299  -0.030612 0.000000 0.000000  0.030612  0.00 0.00  8  rooms::mirUV  0.000 1 1
-12.44352 0.25915 -25.80201  -0.100024 -0.000019 0.000002  0.100024  0.00 0.00  5  rooms::mirUV  0.000 1 1
1.33319 0.01168 -2.46870  0.000000 0.011680 0.000000  0.011680  0.00 0.00  6  floor::mirUV  1.000 1 1
-12.34350 0.20492 -24.68700  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
41.87388 10.81262 -75.98578  0.000000 0.000000 -0.073257  0.073257  0.00 0.00  6  rooms  0.000 1 1
-4.91679 3.31129 -42.04505  0.020612 0.000000 0.000000  0.020612  0.00 0.00  4  rooms  0.000 1 1
-12.37411 0.20492 -24.91000  -0.030612 0.000000 0.000000  0.030612  0.00 0.00  6  rooms::mirUV  0.000 1 1
17.79805 0.25314 -63.34422  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.34350 0.00000 -5.56090  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
-12.34760 -0.01779 -24.91000  -0.004097 -0.017793 0.000000  0.018259  77.03 77.03  3  rooms::mirUV  0.000 1 1
-12.37411 0.20492 -25.04260  -0.030612 0.000000 0.000000  0.030612  0.00 0.00  7  rooms::mirUV  0.000 1 1
49.47403 18.26211 -63.40779  0.100025 0.000000 0.000000  0.100025  0.00 0.00  4  rooms  0.000 1 1
6.88998 0.00202 -53.94063  0.002132 0.002024 0.001301  0.003215  39.07 39.01  2  rooms::mirUV  0.000 1 1
-12.36021 -0.07163 -24.97630  -0.016712 -0.071629 0.000000  0.073553  76.87 76.87  4  rooms::mirUV  0.000 1 1
24.33773 4.68306 -75.92784  0.000000 0.000000 -0.015320  0.015320  0.00 0.00  6  rooms  0.000 1 1
-12.34621 -0.01147 -25.04260  -0.002712 -0.011472 0.000000  0.011789  76.70 76.70  3  rooms::mirUV  0.000 1 1
12.28323 -0.01979 -35.10785  0.000000 -0.019790 0.000000  0.019790  0.00 0.00  4  floor::mirUV  1.000 1 1
-12.34343 0.00019 -27.82448  0.000072 0.000193 0.000000  0.000206  69.41 69.41  2  rooms::mirUV  0.000 1 1
-12.34601 0.01531 -17.41952  -0.002507 -0.004688 0.000139  0.005318  61.87 61.87  3  rooms::mirUV  0.000 1 1
-12.34350 0.02000 -16.06614  0.000000 0.000000 0.000000  0.000000  0.00 0.00  34  rooms::mirUV  0.000 1 1
-12.34469 -0.00239 -16.06614  -0.001193 -0.002389 0.000000  0.002671  63.47 63.47  3  rooms::mirUV  0.000 1 1
46.41896 -0.04608 -75.93992  0.017113 -0.066081 -0.027397  0.073554  68.13 68.13  2  rooms  0.000 1 1
8.60670 -0.02273 -28.80351  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  6  floor::mirUV  1.000 1 1
17.79629 15.26966 -70.89406  -0.101788 0.000000 0.000000  0.101788  0.00 0.00  5  rooms::mirUV  0.000 1 1
7.36933 3.20642 -5.50749  0.000000 0.000000 0.047082  0.047082  0.00 0.00  6  rooms::mirUV  0.000 1 1
-7.43744 -0.02273 -13.68664  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  5  floor::mirUV  1.000 1 1
-12.35253 0.00184 -15.91298  -0.009027 -0.018158 0.001274  0.020318  63.62 63.62  5  rooms::mirUV  0.000 1 1
49.37505 4.68134 -75.91377  0.001053 -0.001712 -0.001251  0.002367  63.59 58.09  7  rooms  0.000 2 1
-12.44352 6.25613 -36.90996  -0.100024 0.000000 0.000000  0.100024  0.00 0.00  5  rooms::mirUV  0.000 1 1
-12.34378 -0.00057 -15.91425  -0.000282 -0.000569 0.000000  0.000635  63.61 63.61  3  rooms::mirUV  0.000 1 1
2.46715 0.00119 -54.02357  -0.001549 0.001194 0.000000  0.001956  37.63 37.63  2  rooms  0.000 1 1
-9.97293 3.26430 -49.34738  -0.098129 -0.004799 0.026619  0.101789  74.84 15.41  4  rooms::mirUV  0.000 2 1
37.37073 13.81411 -49.32692  0.000000 0.000000 0.047081  0.047081  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.37411 0.20492 -17.56598  -0.030612 0.000000 0.000000  0.030612  0.02 0.00  11  rooms::mirUV  0.000 1 1
3.39928 -0.01273 -12.42095  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  6  floor::mirUV  1.000 1 1
-12.40558 0.20492 -17.47106  -0.062082 -0.000001 -0.000002  0.062082  0.00 0.00  6  rooms::mirUV  0.000 1 1
2.50931 4.80963 -55.03774  0.040612 0.000000 0.000000  0.040612  0.00 0.00  10  rooms  0.000 1 1
-12.44352 0.25917 -18.30008  -0.100024 0.000000 0.000000  0.100024  0.02 0.00  5  rooms::mirUV  0.000 1 1
-12.44353 0.25917 -17.56598  -0.100024 0.000004 0.000000  0.100024  0.00 0.00  5  rooms::mirUV  0.000 1 1
33.43623 9.26678 -76.01432  -0.000015 0.000118 -0.101791  0.101791  0.15 0.02  6  rooms  0.000 1 1
29.80913 13.81411 -75.97725  0.000000 0.000000 -0.064728  0.064728  0.00 0.00  6  rooms  0.000 1 1
-12.44353 0.25917 -17.50270  -0.100024 0.000004 0.000000  0.100024  0.00 0.00  5  rooms::mirUV  0.000 1 1
-12.44353 0.25913 -17.47105  -0.100024 -0.000033 0.000004  0.100024  0.02 0.00  6  rooms::mirUV  0.000 1 1
-9.86129 3.54393 -45.51666  0.013506 0.000000 0.000000  0.013506  0.00 0.00  8  rooms::mirUV  0.000 1 1
17.86099 6.31037 -64.93266  -0.037083 0.000000 0.000000  0.037083  0.00 0.00  7  rooms::mirUV  0.000 1 1
-12.44352 0.25917 -17.41410  -0.100024 0.000004 0.000000  0.100024  0.02 0.00  4  rooms::mirUV  0.000 1 1
38.10845 1.68156 -75.92990  0.000000 0.000000 -0.017380  0.017380  0.00 0.00  11  rooms  0.000 1 1
-12.44353 0.25917 -16.93314  -0.100024 0.000004 0.000000  0.100024  0.00 0.00  5  rooms::mirUV  0.000 1 1
-5.99335 -0.02803 -41.41823  0.000000 -0.028026 0.000000  0.028026  0.00 0.00  6  floor::mirUV  1.000 1 1
29.40185 0.00135 -49.37479  0.000000 0.001348 -0.000793  0.001564  59.52 59.52  2  rooms::mirUV  0.000 1 1
12.44529 9.26968 -32.04609  0.101789 -0.000002 0.000000  0.101789  0.00 0.00  4  rooms  0.000 1 1
-4.94150 3.45232 -40.11637  -0.004098 0.000000 0.000000  0.004098  0.00 0.00  7  rooms  0.000 1 1
2.46819 0.00122 -1.31150  -0.000507 0.001219 0.000000  0.001320  41.97 41.97  2  rooms  0.430 1 1
9.86033 -0.02156 -30.07523  0.000000 -0.021555 0.000000  0.021555  0.00 0.00  5  floor::mirUV  1.000 1 1
-12.44353 0.25917 -16.86985  -0.100024 0.000002 0.000004  0.100024  0.02 0.00  5  rooms::mirUV  0.000 1 1
-12.44352 0.25917 -16.83821  -0.100024 0.000000 0.000002  0.100024  0.02 0.00  5  rooms::mirUV  0.000 1 1
41.02858 0.30738 -75.98137  0.000000 0.000000 -0.068848  0.068848  0.00 0.00  8  rooms  0.000 1 1
-12.44352 0.25917 -16.06614  -0.100024 0.000000 0.000000  0.100024  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.17836 6.25734 -37.13052  0.000000 0.000007 -0.100025  0.100025  0.00 0.00  5  rooms  0.000 1 1
7.44950 -0.00391 -18.83770  0.000000 -0.003908 0.000000  0.003908  0.00 0.00  5  floor::mirUV  1.000 1 1
-12.34350 0.30738 -18.51525  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms::mirUV  0.000 1 1
28.41054 13.81411 -75.96461  0.000000 0.000000 -0.052086  0.052086  0.00 0.00  5  rooms  0.000 1 1
2.57284 1.74545 -54.96628  0.104141 0.000000 0.000000  0.104141  0.00 0.00  6  rooms  0.000 1 1
-12.38058 0.30738 -18.40767  -0.037083 0.000000 0.000000  0.037083  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.43764 0.30738 -16.86985  -0.094141 0.000000 0.000000  0.094141  0.00 0.00  6  rooms::mirUV  0.000 1 1
-1.13309 -0.02803 -11.18690  0.000000 -0.028026 0.000000  0.028026  0.00 0.00  4  floor::mirUV  1.000 1 1
-12.42882 0.30738 -15.34469  -0.085318 0.000000 0.000000  0.085318  0.00 0.00  5  rooms::mirUV  0.000 1 1
18.38986 4.74634 -76.04372  -0.000021 0.000000 -0.131203  0.131203  0.00 0.00  5  rooms  0.000 1 1
49.43814 10.81262 -74.44824  0.064140 0.000000 0.000000  0.064140  0.00 0.00  7  rooms  0.000 1 1
17.85952 3.33600 -52.89684  -0.038553 0.000000 0.000000  0.038553  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.36941 1.68156 -18.30008  -0.025907 0.000000 0.000000  0.025907  0.00 0.00  7  rooms::mirUV  0.000 1 1
-12.36146 1.68156 -16.93314  -0.017965 -0.000000 0.000000  0.017965  0.00 0.00  10  rooms::mirUV  0.000 1 1
-4.86990 -0.02156 -29.97277  0.000000 -0.021555 0.000000  0.021555  0.00 0.00  5  floor::mirUV  1.000 1 1
-12.43647 1.68156 -16.83821  -0.092965 0.000000 0.000000  0.092965  0.00 0.00  5  rooms::mirUV  0.000 1 1
17.86099 6.31037 -57.40692  -0.037083 0.000000 0.000000  0.037083  0.00 0.00  10  rooms::mirUV  0.000 1 1
-12.34470 1.68156 -16.78125  -0.001201 0.000000 0.000000  0.001201  0.00 0.00  8  rooms::mirUV  0.000 1 1
