# wx wy wz  dvx dvy dvz  mag  devMax devMin  nfaces  mat  pNy nPar created
2.19869 -0.00391 -3.76573  0.000000 -0.003908 0.000000  0.003908  0.00 0.00  7  floor::mirUV  1.000 1 1
12.34350 6.20189 -37.03050  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1
-12.38058 0.30738 -9.40860  -0.037083 0.000000 0.000000  0.037083  0.00 0.00  10  rooms::mirUV  0.000 1 1
-12.32580 5.59277 -18.52619  0.017696 0.000000 -0.010937  0.020803  31.72 31.72  2  rooms::mirUV  0.000 1 1
-9.86868 0.54226 -37.02906  0.006118 0.002235 0.001442  0.006671  23.50 23.50  4  rooms::mirUV  0.000 1 1
-12.41176 0.30738 -7.85180  -0.068259 0.000000 0.000000  0.068259  0.00 0.00  5  rooms::mirUV  0.000 1 1
20.86432 1.74485 -49.26986  0.000006 0.000000 0.104141  0.104141  0.09 0.00  5  rooms::mirUV  0.000 1 1
9.82417 -0.02038 -22.40574  0.000000 -0.020379 0.000000  0.020379  0.00 0.00  6  floor::mirUV  1.000 1 1
49.38388 0.00789 -56.50576  0.009884 -0.012113 0.008240  0.017672  55.99 55.99  3  rooms  0.000 1 1
-9.81694 -0.02920 -41.41822  0.000000 -0.029202 0.000000  0.029202  0.00 0.00  5  floor::mirUV  1.000 1 1
-11.60518 3.33299 -5.48485  0.000000 0.000000 0.069730  0.069730  0.00 0.00  6  rooms::mirUV  0.000 1 1
17.91629 3.96743 -58.04661  0.018211 0.000000 -0.032158  0.036957  60.48 60.48  2  rooms::mirUV  0.000 1 1
2.46349 0.01246 -0.44359  -0.005215 0.012458 0.000000  0.013506  41.83 41.83  2  rooms  0.430 1 1
-2.48603 2.53087 4.90040  0.003848 0.000449 -0.012323  0.012917  35.10 32.08  6  rooms::mirUV  0.303 4 1
-12.38058 0.30738 -7.80118  -0.037083 0.000000 0.000000  0.037083  0.00 0.00  8  rooms::mirUV  0.000 1 1
9.97659 3.26910 -43.02746  0.101789 0.000000 0.000000  0.101789  0.00 0.00  5  rooms  0.000 1 1
-12.38058 0.30738 -6.40892  -0.037083 0.000000 0.000000  0.037083  0.00 0.00  8  rooms::mirUV  0.000 1 1
-12.38058 0.30738 -6.30133  -0.037083 0.000000 0.000000  0.037083  0.00 0.00  6  rooms::mirUV  0.000 1 1
49.36757 0.01429 -68.25743  -0.006428 0.014295 0.000000  0.015673  65.79 65.79  2  rooms  0.000 1 1
49.47579 15.26966 -68.04685  0.101788 0.000000 0.000000  0.101788  0.00 0.00  4  rooms  0.000 1 1
-12.36088 1.68156 -15.28141  -0.017377 -0.000000 0.000000  0.017377  0.00 0.00  7  rooms::mirUV  0.000 1 1
24.85644 0.00152 -49.37473  0.000000 0.001520 -0.000732  0.001687  64.28 64.28  2  rooms::mirUV  0.000 1 1
22.95452 3.27271 -49.27221  0.000006 0.000000 0.101788  0.101788  0.03 0.00  5  rooms::mirUV  0.000 1 1
-12.36147 1.68156 -10.93376  -0.017965 0.000000 0.000000  0.017965  0.00 0.00  10  rooms::mirUV  0.000 1 1
-12.43764 1.68156 -10.87048  -0.094141 0.000000 0.000000  0.094141  0.00 0.00  5  rooms::mirUV  0.000 1 1
5.09894 4.74694 -44.45947  -0.131098 0.000000 -0.005169  0.131200  0.04 0.00  5  rooms::mirUV  0.000 1 1
-3.68859 -0.01979 -22.61368  0.000000 -0.019790 0.000000  0.019790  0.00 0.00  7  floor::mirUV  1.000 1 1
-12.43647 1.68156 -10.83883  -0.092965 0.000000 0.000000  0.092965  0.00 0.00  5  rooms::mirUV  0.000 1 1
47.97541 10.74933 -76.04372  0.000000 0.000000 -0.131203  0.131203  0.00 0.00  5  rooms  0.000 1 1
-2.15770 -0.00126 -10.06044  0.000000 -0.001261 0.000000  0.001261  0.00 0.00  7  floor::mirUV  1.000 1 1
12.34325 0.00081 -16.44525  -0.000253 0.000805 0.000000  0.000844  72.58 72.58  2  rooms  0.000 1 1
49.34614 4.78056 -75.93423  0.018250 -0.029065 -0.021713  0.040611  57.68 57.68  7  rooms  0.000 1 1
49.47579 9.26677 -54.97196  0.101788 0.000109 0.000008  0.101788  0.06 0.02  5  rooms  0.000 1 1
7.05171 -0.00156 -17.58497  0.000000 -0.001555 0.000000  0.001555  0.00 0.00  9  floor::mirUV  1.000 1 1
12.34350 0.00000 -9.92754  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  floor::mirUV  1.000 1 1
-0.12536 -0.02273 -3.63314  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  5  floor::mirUV  1.000 1 1
-12.36411 1.68156 -9.40860  -0.020612 0.000000 0.000000  0.020612  0.00 0.00  9  rooms::mirUV  0.000 1 1
31.23174 0.00035 -75.91223  0.000000 0.000353 0.000290  0.000457  50.57 50.57  2  rooms  0.000 1 1
38.04697 0.30738 -75.99784  0.000000 0.000000 -0.085320  0.085320  0.00 0.00  6  rooms  0.000 1 1
6.18380 -0.02214 -8.69349  0.000000 -0.022143 0.000000  0.022143  0.00 0.00  6  floor::mirUV  1.000 1 1
-7.52182 0.00021 -22.61368  0.000000 0.000210 0.000000  0.000210  0.00 0.00  7  floor::mirUV  1.000 1 1
-12.37352 1.68156 -7.80118  -0.030024 0.000000 0.000000  0.030024  0.00 0.00  5  rooms::mirUV  0.000 1 1
48.60555 6.31037 -49.33692  0.000000 0.000000 0.037083  0.037083  0.00 0.00  6  rooms::mirUV  0.000 1 1
1.47543 12.20427 -5.52396  0.000000 0.000000 0.030612  0.030612  0.00 0.00  10  rooms::mirUV  0.000 1 1
49.43667 15.20637 -58.05604  0.062672 0.000000 0.000000  0.062672  0.00 0.00  7  rooms  0.000 1 1
38.04697 12.25912 -49.27398  0.000000 0.000000 0.100025  0.100025  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.41235 1.68156 -6.35196  -0.068848 0.000000 0.000000  0.068848  0.00 0.00  5  rooms::mirUV  0.000 1 1
-2.57049 3.26910 -56.52643  -0.101789 0.000000 0.000000  0.101789  0.00 0.00  5  rooms::mirUV  0.000 1 1
12.44529 3.26669 -30.37055  0.101789 0.000000 0.000000  0.101789  0.00 0.00  4  rooms  0.000 1 1
-12.34356 1.68142 -5.55452  -0.000057 -0.000137 0.000058  0.000159  68.90 68.72  13  rooms::mirUV  0.000 2 1
-2.42289 -0.01656 -16.02184  0.000000 -0.016555 0.000000  0.016555  0.00 0.00  7  floor::mirUV  1.000 1 1
-12.44764 1.74786 -15.40798  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.44764 1.74788 -15.34470  -0.104141 0.000020 -0.000002  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
5.01492 4.68185 -39.39356  -0.015600 0.000000 -0.000614  0.015612  0.03 0.00  8  rooms::mirUV  0.000 1 1
25.27525 15.20637 -49.36986  0.000000 0.000000 0.004143  0.004143  0.00 0.00  4  rooms::mirUV  0.000 1 1
-9.94472 -0.01008 -13.81954  0.000000 -0.010084 0.000000  0.010084  0.00 0.00  6  floor::mirUV  1.000 1 1
12.44764 1.74543 -23.45747  0.104141 -0.000022 0.000002  0.104141  0.00 0.00  5  rooms  0.000 1 1
-12.44764 1.74786 -15.28141  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1
49.38961 16.68000 -51.39549  0.015614 0.000000 0.000000  0.015614  0.06 0.00  11  rooms  0.000 1 1
-12.44764 1.74786 -14.43340  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
-12.44764 1.74786 -13.08543  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
-12.44764 1.74786 -13.02848  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
-12.32771 4.34388 -24.67724  0.015788 0.000000 0.009758  0.018560  31.72 31.72  2  rooms  0.000 1 1
-12.44764 1.74786 -12.97152  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.40823 3.20642 -17.57231  -0.064730 0.000000 -0.000002  0.064730  0.00 0.00  6  rooms::mirUV  0.000 1 1
5.22789 0.00040 -44.38985  0.000393 0.000405 0.000015  0.000565  45.82 45.79  5  rooms::mirUV  0.000 1 1
-12.44764 1.74786 -12.90824  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1
-12.44764 1.74786 -12.40829  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
46.51151 -0.00018 -49.37378  0.000000 -0.000180 0.000221  0.000285  39.19 39.19  2  rooms::mirUV  0.000 1 1
9.77596 -0.02420 -22.51122  0.000000 -0.024202 0.000000  0.024202  0.00 0.00  6  floor::mirUV  1.000 1 1
-1.20783 -0.02273 -43.96186  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  7  floor::mirUV  1.000 1 1
12.33131 7.39857 -20.33600  -0.012191 -0.007535 0.000000  0.014331  31.72 31.72  2  rooms  0.000 1 1
-12.34350 3.70305 -37.03050  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms  0.000 1 1
-12.44764 1.74786 -12.30071  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
5.55457 6.44176 -37.02558  0.000000 0.000000 0.004917  0.004917  0.00 0.00  7  rooms  0.000 1 1
-7.65622 10.81262 -5.51396  0.000000 0.000000 0.040612  0.040612  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.44764 1.74786 -11.63622  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
-12.44764 1.74786 -11.51598  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1
-12.44764 1.74786 -11.45902  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
49.47403 12.25913 -67.85249  0.100025 0.000007 0.000000  0.100025  0.09 0.00  6  rooms  0.000 1 1
-12.44764 1.74786 -10.87048  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  6  rooms::mirUV  0.000 1 1
17.83599 12.20488 -71.46995  -0.062082 0.000000 0.000000  0.062082  0.00 0.00  4  rooms::mirUV  0.000 1 1
8.04437 7.67852 -5.46926  0.000000 0.000000 0.085318  0.085318  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.44764 1.74786 -10.83883  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
35.48417 0.00123 -49.37494  0.000000 0.001225 -0.000935  0.001541  52.66 52.66  2  rooms::mirUV  0.000 1 1
12.34306 0.00155 -19.79733  -0.000441 0.001552 0.000000  0.001613  74.15 74.15  2  rooms  0.000 1 1
0.01032 -0.02208 -19.97381  -0.001730 -0.022076 0.000000  0.022143  4.48 4.48  5  floor::mirUV  1.000 1 1
-12.34350 10.74511 -18.51525  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms::mirUV  0.000 1 1
17.79393 13.74179 -73.02675  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
5.04754 0.00017 -39.82158  0.000119 0.000169 0.000004  0.000207  54.81 54.80  2  rooms::mirUV  0.000 1 1
-1.33561 -0.01273 2.60612  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  5  floor::mirUV  1.000 1 1
-1.13309 -0.02450 -6.16211  0.000000 -0.024496 0.000000  0.024496  0.00 0.00  5  floor::mirUV  1.000 1 1
-12.44764 1.74786 -10.05411  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1
1.86237 9.26859 -5.45279  0.000000 0.000000 0.101789  0.101789  0.00 0.00  4  rooms::mirUV  0.000 1 1
-12.44764 1.74786 -9.40860  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  6  rooms::mirUV  0.000 1 1
17.61261 0.00254 -57.84155  0.000755 0.002542 0.001259  0.002936  60.00 59.97  2  rooms::mirUV  0.000 1 1
-12.40294 4.93740 -52.00603  -0.059436 0.000000 0.000000  0.059436  0.00 0.00  5  rooms::mirUV  0.000 1 1
-12.44764 1.74786 -9.27571  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1
-12.44764 1.74786 -8.49098  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
9.96882 -0.00950 -31.47954  0.000000 -0.009496 0.000000  0.009496  0.00 0.00  6  floor::mirUV  1.000 1 1
-12.44764 1.74786 -6.90886  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1
-12.44764 1.74786 -6.40892  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
22.83156 9.32995 -75.95107  0.000000 0.000005 -0.038551  0.038551  0.00 0.00  8  rooms  0.000 1 1
31.31530 18.26211 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  5  rooms  0.000 1 1
47.80635 13.74179 -49.26986  0.000000 0.000000 0.104141  0.104141  0.00 0.00  6  rooms::mirUV  0.000 1 1
-4.95222 4.53238 -40.11637  -0.014816 0.000000 0.000000  0.014816  0.00 0.00  8  rooms  0.000 1 1
12.34130 0.00633 -15.73943  -0.002195 0.006332 0.000000  0.006702  70.88 70.88  2  rooms  0.000 1 1
17.89808 12.20367 -58.01445  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms::mirUV  0.000 1 1
9.67952 0.00286 -27.42933  0.000000 0.002857 0.000000  0.002857  0.00 0.00  8  floor::mirUV  1.000 1 1
12.44352 0.25917 -12.30071  0.100024 0.000000 0.000000  0.100024  0.00 0.00  5  rooms  0.000 1 1
12.34433 2.46819 -22.06401  0.000829 -0.000512 0.000000  0.000974  31.72 31.72  5  rooms::mirUV  0.894 1 1
2.46706 0.00227 -43.42332  -0.001643 0.002269 0.000000  0.002802  54.10 54.10  2  rooms  0.000 1 1
-12.44352 12.25912 -9.40860  -0.100024 0.000002 0.000000  0.100024  0.00 0.00  4  rooms::mirUV  0.000 1 1
0.16876 -0.01744 -35.10785  0.000000 -0.017437 0.000000  0.017437  0.00 0.00  5  floor::mirUV  1.000 1 1
12.44352 12.25912 -14.38910  0.100024 0.000000 0.000000  0.100024  0.00 0.00  6  rooms  0.000 1 1
-12.35703 -0.01137 -50.51764  -0.013529 -0.011368 0.000000  0.017671  40.04 40.04  4  rooms::mirUV  0.000 1 1
-12.44764 1.74786 -6.35196  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
39.71836 0.00000 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1
-12.44352 12.25912 -32.38963  -0.100024 0.000000 0.000000  0.100024  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.44352 12.25912 -9.90855  -0.100024 0.000002 0.000000  0.100024  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.42882 6.31037 -9.34532  -0.085318 0.000000 0.000000  0.085318  0.00 0.00  5  rooms::mirUV  0.000 1 1
-12.41323 4.68185 -52.99056  -0.069730 0.000000 0.000000  0.069730  0.00 0.00  5  rooms::mirUV  0.000 1 1
-12.36247 1.70326 -5.53554  -0.018969 -0.044600 0.019036  0.052071  68.64 68.56  5  rooms::mirUV  0.000 2 1
-1.10658 -0.02273 -43.96186  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  5  floor::mirUV  1.000 1 1
49.47579 9.26667 -59.63694  0.101788 0.000000 0.000000  0.101788  0.00 0.00  6  rooms  0.000 1 1
-2.56754 -0.02803 -26.29021  0.000000 -0.028026 0.000000  0.028026  0.00 0.00  5  floor::mirUV  1.000 1 1
24.50679 18.51525 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1
19.92680 10.74939 -49.24280  0.000008 0.000057 0.131199  0.131199  0.03 0.00  5  rooms::mirUV  0.000 1 1
12.28323 -0.02450 -21.24251  0.000000 -0.024496 0.000000  0.024496  0.00 0.00  5  floor::mirUV  1.000 1 1
9.54692 -0.01744 -19.97381  0.000000 -0.017437 0.000000  0.017437  0.00 0.00  5  floor::mirUV  1.000 1 1
-9.67952 -0.00038 -15.05359  0.000000 -0.000379 0.000000  0.000379  0.00 0.00  8  floor::mirUV  1.000 1 1
-12.38411 4.80963 -50.51764  -0.040612 0.000000 0.000000  0.040612  0.00 0.00  6  rooms::mirUV  0.000 1 1
-9.81212 -0.01979 -15.05359  0.000000 -0.019790 0.000000  0.019790  0.00 0.00  4  floor::mirUV  1.000 1 1
-7.54593 -0.02273 -28.80351  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  5  floor::mirUV  1.000 1 1
38.80006 15.20637 -75.91901  0.000000 0.000000 -0.006493  0.006493  0.00 0.00  5  rooms  0.000 1 1
-8.75135 -0.01273 -16.35092  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  6  floor::mirUV  1.000 1 1
-12.47470 4.74333 -8.04799  -0.131200 0.000000 0.000000  0.131200  0.00 0.00  5  rooms::mirUV  0.000 1 1
-2.46870 0.00000 -46.27008  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
-2.50578 0.31100 -55.79995  -0.037083 0.000000 0.000000  0.037083  0.00 0.00  8  rooms::mirUV  0.000 1 1
-10.99343 -0.01861 -15.05359  0.000000 -0.018614 0.000000  0.018614  0.00 0.00  5  floor::mirUV  1.000 1 1
27.39618 4.68306 -49.29839  -0.000004 0.000000 0.075611  0.075611  0.00 0.00  5  rooms::mirUV  0.000 1 1
12.39858 2.43466 -20.49214  0.055080 -0.034041 0.000000  0.064751  31.72 31.72  3  rooms  0.000 1 1
-3.77296 0.00109 -24.68700  0.000000 0.001092 0.000000  0.001092  0.00 0.00  5  floor::mirUV  1.000 1 1
1.24158 -0.00979 -17.45207  0.000000 -0.009790 0.000000  0.009790  0.00 0.00  4  floor::mirUV  1.000 1 1
-11.15014 -0.00038 -15.05358  0.000000 -0.000379 0.000000  0.000379  0.00 0.00  8  floor::mirUV  1.000 1 1
13.41207 4.80963 -55.25490  0.030569 0.000000 0.050972  0.059436  0.00 0.00  5  rooms::mirUV  0.000 1 1
12.33021 7.39789 -24.17272  -0.013288 -0.008213 0.000000  0.015622  31.72 31.72  2  rooms  0.000 1 1
-12.09036 -0.00508 -33.96873  0.000000 -0.005085 0.000000  0.005085  0.00 0.00  6  floor::mirUV  1.000 1 1
-12.28323 -0.02979 -15.05359  0.000000 -0.029790 0.000000  0.029790  0.00 0.00  6  floor::mirUV  1.000 1 1
-1.52606 10.81003 -5.51396  0.000000 0.000000 0.040612  0.040612  0.00 0.00  11  rooms::mirUV  0.000 1 1
-12.34350 0.00000 -15.05359  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  floor::mirUV  1.000 1 1
2.56872 0.25796 -49.03533  0.100024 -0.000005 0.000000  0.100024  0.00 0.00  6  rooms  0.000 1 1
2.10829 12.30971 -5.51749  0.000012 0.000023 0.037083  0.037083  0.03 0.03  8  rooms::mirUV  0.000 1 1
-3.05672 1.27203 -1.01107  0.014319 0.006817 0.000000  0.015859  0.03 0.00  7  rooms::mirUV  0.430 1 1
-6.13559 -0.01508 -14.95233  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  5  floor::mirUV  1.000 1 1
-4.93740 0.00000 -38.76630  0.000000 0.000000 0.000000  0.000000  0.00 0.00  5  floor::mirUV  1.000 1 1
-12.44352 0.25917 -16.00285  -0.100024 0.000000 0.000000  0.100024  0.00 0.00  5  rooms::mirUV  0.000 1 1
47.03790 1.68156 -75.98137  0.000000 0.000000 -0.068848  0.068848  0.00 0.00  5  rooms  0.000 1 1
-6.26818 -0.01508 -14.95233  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  6  floor::mirUV  1.000 1 1
-9.84718 3.10516 -44.74519  0.027623 0.000000 0.000000  0.027623  0.00 0.00  7  rooms::mirUV  0.000 1 1
17.87746 1.68156 -69.40688  -0.020613 0.000000 0.000000  0.020613  0.00 0.00  5  rooms::mirUV  0.000 1 1
8.45877 4.93740 -56.51717  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
12.40558 12.20609 -23.46953  0.062082 0.000002 -0.000002  0.062082  0.00 0.00  4  rooms  0.000 1 1
36.47932 0.00058 -49.37447  0.000000 0.000583 -0.000465  0.000746  51.38 51.38  2  rooms::mirUV  0.000 1 1
-7.20841 -0.01508 -14.95233  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  5  floor::mirUV  1.000 1 1
-0.32546 0.00168 -26.12748  0.000000 0.001680 0.000000  0.001680  0.00 0.00  8  floor::mirUV  1.000 1 1
-12.38205 3.33299 -28.89392  -0.038553 0.000000 0.000000  0.038553  0.03 0.00  8  rooms::mirUV  0.000 1 1
-4.83561 3.26910 -53.45796  0.101789 0.000000 0.000000  0.101789  0.00 0.00  6  rooms  0.000 1 1
49.42432 3.20039 -55.02380  0.050320 0.000000 0.000000  0.050320  0.00 0.00  5  rooms  0.000 1 1
-2.73630 -0.00567 -16.02184  0.000000 -0.005673 0.000000  0.005673  0.00 0.00  8  floor::mirUV  1.000 1 1
3.56804 0.00197 -24.68700  0.000000 0.001974 0.000000  0.001974  0.00 0.00  4  floor::mirUV  1.000 1 1
-12.32472 5.11418 -24.67539  0.018783 0.000000 0.011608  0.022080  31.72 31.72  2  rooms::mirUV  0.000 1 1
49.41108 13.81411 -70.10722  0.037083 0.000000 0.000000  0.037083  0.00 0.00  5  rooms  0.000 1 1
3.43699 5.45687 1.63641  -0.010505 -0.005126 0.000000  0.011689  0.03 0.00  4  rooms  0.439 1 1
12.34350 0.00000 -13.67299  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1
-5.60581 9.26968 -5.45279  0.000000 0.000000 0.101789  0.101789  0.00 0.00  5  rooms::mirUV  0.000 1 1
-12.44529 9.26968 -18.43298  -0.101789 -0.000002 0.000002  0.101789  0.00 0.00  5  rooms::mirUV  0.000 1 1
-7.47360 -0.01508 -14.95233  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  4  floor::mirUV  1.000 1 1
35.91066 4.74634 -49.24280  0.000000 0.000000 0.131199  0.131199  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.15063 -0.02273 -13.68664  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  5  floor::mirUV  1.000 1 1
-7.70263 -0.01508 -14.95233  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  5  floor::mirUV  1.000 1 1
3.65664 4.99636 -2.63821  -0.016736 -0.002759 0.001576  0.017035  24.07 10.75  7  rooms  0.439 4 0
-8.41383 -0.01508 -14.95233  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  6  floor::mirUV  1.000 1 1
-9.86535 0.00832 -38.04305  0.009447 0.008320 0.000000  0.012589  41.37 41.37  2  rooms::mirUV  0.000 1 1
-12.41323 10.68002 -16.99009  -0.069730 0.000000 0.000000  0.069730  0.00 0.00  5  rooms::mirUV  0.000 1 1
11.88062 0.20492 -37.10376  0.000000 0.000000 -0.073257  0.073257  0.00 0.00  5  rooms  0.000 1 1
12.34312 0.00073 -25.54662  -0.000382 0.000726 0.000000  0.000821  62.22 62.22  2  rooms  0.000 1 1
29.80913 7.74784 -49.26986  0.000000 0.000000 0.104141  0.104141  0.04 0.00  6  rooms::mirUV  0.000 1 1
-10.99343 -0.01861 -14.95233  0.000000 -0.018614 0.000000  0.018614  0.00 0.00  5  floor::mirUV  1.000 1 1
-10.57153 1.74786 -5.45043  0.000000 0.000000 0.104141  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
49.47814 1.74485 -61.02348  0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms  0.000 1 1
12.35676 10.68002 -18.36970  0.013259 0.000000 0.000000  0.013259  0.00 0.00  7  rooms  0.000 1 1
-9.85876 1.03666 -43.97372  0.016035 0.000000 0.000000  0.016035  0.00 0.00  6  rooms::mirUV  0.000 1 1
-11.31889 -0.01508 -14.95233  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  6  floor::mirUV  1.000 1 1
-3.66079 2.53319 -1.08645  0.012585 0.002771 0.000891  0.012917  13.62 13.02  5  rooms::mirUV  0.430 2 1
-11.40327 -0.01508 -14.95233  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  5  floor::mirUV  1.000 1 1
-11.54792 -0.01508 -14.95233  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  5  floor::mirUV  1.000 1 1
-0.70397 -0.02450 -51.56015  0.000000 -0.024496 0.000000  0.024496  0.00 0.00  5  floor::mirUV  1.000 1 1
2.47159 -0.00447 -41.41321  0.002887 -0.004466 0.000000  0.005318  57.12 57.12  5  rooms  0.000 1 1
17.91822 1.46685 -58.05003  0.020149 0.000000 -0.035580  0.040889  60.48 60.48  2  rooms::mirUV  0.000 1 1
-4.58482 6.25613 -5.45455  0.000000 0.000000 0.100024  0.100024  0.00 0.00  4  rooms::mirUV  0.000 1 1
-5.48686 12.31117 -37.12464  0.000214 0.000216 -0.094139  0.094140  0.19 0.18  6  rooms  0.000 1 1
-12.32764 7.39630 -21.84673  0.015859 -0.009801 0.000000  0.018643  31.72 31.72  2  rooms  0.894 1 1
6.39475 9.33598 -5.48485  0.000000 0.000000 0.069730  0.069730  0.00 0.00  7  rooms::mirUV  0.000 1 1
-2.46870 0.00000 -57.55959  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
7.47481 4.74333 -5.42338  0.000000 -0.000001 0.131200  0.131200  0.00 0.00  4  rooms::mirUV  0.000 1 1
34.89631 10.74933 -76.04372  0.000000 0.000000 -0.131203  0.131203  0.00 0.00  4  rooms  0.000 1 1
-12.15063 -0.01508 -14.95233  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  5  floor::mirUV  1.000 1 1
-2.45763 -0.03556 -2.26976  -0.017862 -0.035556 0.000050  0.039790  26.67 26.67  7  floor::mirUV  1.000 1 1
-12.34350 0.00000 -14.95233  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  floor::mirUV  1.000 1 1
17.91822 1.46639 -58.05003  0.020149 0.000000 -0.035580  0.040889  60.47 60.47  2  rooms::mirUV  0.000 1 1
-2.45928 0.03267 -54.77393  0.009420 0.012675 0.001453  0.015859  53.56 53.56  2  rooms::mirUV  0.000 1 1
-0.61717 7.46782 -4.93740  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms::mirUV  0.610 1 1
-6.13559 -0.01038 -14.85108  0.000000 -0.010379 0.000000  0.010379  0.00 0.00  6  floor::mirUV  1.000 1 1
12.33651 2.45204 -19.08785  -0.006989 0.003345 -0.000029  0.007748  25.58 25.58  34  rooms  0.000 1 1
12.44529 9.26968 -15.39532  0.101789 0.000000 0.000000  0.101789  0.00 0.00  4  rooms  0.000 1 1
-7.20841 0.00403 -14.85107  0.000000 0.004033 0.000000  0.004033  0.00 0.00  9  floor::mirUV  1.000 1 1
3.68859 -0.01273 -24.68700  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  5  floor::mirUV  1.000 1 1
-12.44529 9.26968 -34.95718  -0.101789 0.000000 0.000000  0.101789  0.00 0.00  6  rooms::mirUV  0.000 1 1
2.70014 -0.02273 -33.83011  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  6  floor::mirUV  1.000 1 1
-12.47470 4.74333 -28.89392  -0.131200 0.000000 0.000000  0.131200  0.00 0.00  5  rooms::mirUV  0.000 1 1
