# wx wy wz  dvx dvy dvz  mag  devMax devMin  nfaces  mat  pNy nPar created weld
0.36163 -0.01038 -9.92754  0.000000 -0.010379 0.000000  0.010379  0.00 0.00  6  floor::mirUV  1.000 1 1 0
9.97659 3.26910 -41.57493  0.101789 0.000000 0.000000  0.101789  0.00 0.00  4  rooms  0.000 1 1 0
49.47579 3.27272 -67.99503  0.101788 0.000000 0.000000  0.101788  0.00 0.00  6  rooms  0.000 1 1 0
-2.27824 -0.01038 -9.92754  0.000000 -0.010379 0.000000  0.010379  0.00 0.00  4  floor::mirUV  1.000 1 1 0
-7.10354 3.33299 -5.47485  0.000000 -0.000000 0.079730  0.079730  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
-2.56754 -0.01038 -9.92754  0.000000 -0.010379 0.000000  0.010379  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-10.57153 9.20338 -5.55043  0.000000 0.000000 0.004141  0.004141  0.00 0.00  10  rooms::mirUV  0.000 1 1 0
4.58060 -0.01273 -12.42095  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  4  floor::mirUV  1.000 1 1 0
-4.97838 -0.01038 -9.92754  0.000000 -0.010379 0.000000  0.010379  0.00 0.00  5  floor::mirUV  1.000 1 1 0
10.00600 4.74694 -42.54530  0.131200 0.000000 0.000000  0.131200  0.00 0.00  5  rooms  0.000 1 1 0
37.32462 4.74633 -49.24280  0.000000 -0.000008 0.131199  0.131199  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
8.58259 -0.01038 -8.56059  0.000000 -0.010379 0.000000  0.010379  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-9.13226 12.25671 -37.13052  0.000000 0.000000 -0.100025  0.100025  0.00 0.00  6  rooms  0.000 1 1 0
17.85746 4.80963 -66.91346  -0.040611 0.000000 0.000000  0.040611  0.00 0.00  11  rooms::mirUV  0.000 1 1 0
1.27775 -0.00097 -9.79464  0.000000 -0.000967 0.000000  0.000967  0.00 0.00  8  floor::mirUV  1.000 1 1 0
17.89228 12.24237 -75.95726  -0.021168 0.037491 -0.044731  0.062085  43.91 43.89  5  rooms  0.000 1 1 0
-6.24408 -0.02273 -28.80351  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  4  floor::mirUV  1.000 1 1 0
14.95145 0.25803 -61.59866  -0.044523 0.000075 -0.089569  0.100025  0.04 0.00  6  rooms  0.000 1 1 0
0.13260 -0.00097 -9.79464  0.000000 -0.000967 0.000000  0.000967  0.00 0.00  9  floor::mirUV  1.000 1 1 0
40.95173 15.26966 -49.27221  0.000000 0.000000 0.101788  0.101788  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-0.18081 -0.00097 -9.79464  0.000000 -0.000967 0.000000  0.000967  0.00 0.00  8  floor::mirUV  1.000 1 1 0
49.28178 3.20039 -75.91666  0.000000 0.000000 -0.004143  0.004143  0.00 0.00  5  rooms  0.000 1 1 0
-12.41676 12.20488 -11.50332  -0.073259 0.000000 0.000000  0.073259  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
-2.27824 -0.00420 -9.79464  0.000000 -0.004202 0.000000  0.004202  0.00 0.00  9  floor::mirUV  1.000 1 1 0
-2.41566 7.46782 3.70305  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.530 1 1 0
-2.42289 -0.02185 -9.79464  0.000000 -0.021849 0.000000  0.021849  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-8.60670 -0.02450 -6.16211  0.000000 -0.024496 0.000000  0.024496  0.00 0.00  5  floor::mirUV  1.000 1 1 0
49.47579 15.26966 -70.89767  0.101788 0.000000 0.000000  0.101788  0.00 0.00  5  rooms  0.000 1 1 0
31.46897 16.74362 -76.04372  -0.000021 0.000338 -0.131203  0.131203  0.16 0.00  5  rooms  0.000 1 1 0
-4.77346 -0.01008 -9.79464  0.000000 -0.010084 0.000000  0.010084  0.00 0.00  7  floor::mirUV  1.000 1 1 0
1.10899 -0.00626 -36.24095  0.000000 -0.006261 0.000000  0.006261  0.00 0.00  9  floor::mirUV  1.000 1 1 0
12.33235 3.62831 -24.68011  -0.011152 0.000000 0.006893  0.013111  31.72 31.72  2  rooms  0.000 1 1 1
-6.15246 -0.01508 -49.11483  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  10  floor::mirUV  1.000 1 1 0
17.76687 4.74634 -52.95591  -0.131201 0.000000 0.000000  0.131201  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
-1.65625 10.74638 -5.42337  0.000000 -0.000001 0.131200  0.131200  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-6.00299 -0.00097 -9.79464  0.000000 -0.000967 0.000000  0.000967  0.00 0.00  6  floor::mirUV  1.000 1 1 0
-5.50877 4.74333 -5.42337  0.000000 0.000000 0.131200  0.131200  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
12.32700 6.03064 -18.52545  -0.016500 0.000000 -0.010199  0.019398  31.72 31.72  2  rooms::mirUV  0.000 1 1 1
1.08488 -0.00420 -8.82639  0.000000 -0.004202 0.000000  0.004202  0.00 0.00  8  floor::mirUV  1.000 1 1 0
-8.66456 10.68002 -5.54102  0.000000 0.000000 0.013553  0.013553  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
49.37520 1.68156 -58.78170  0.001202 0.000000 0.000000  0.001202  0.00 0.00  12  rooms  0.000 1 1 0
-8.47410 -0.00420 -6.29500  0.000000 -0.004202 0.000000  0.004202  0.00 0.00  7  floor::mirUV  1.000 1 1 0
17.79393 1.74485 -66.40719  -0.104141 0.000003 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-1.13309 -0.00185 -16.02184  0.000000 -0.001849 0.000000  0.001849  0.00 0.00  9  floor::mirUV  1.000 1 1 0
-12.41176 7.67852 -31.85322  -0.068259 0.000000 0.000000  0.068259  0.00 0.00  8  rooms::mirUV  0.000 1 1 0
2.53078 0.20492 -47.47517  0.062083 0.000000 0.000000  0.062083  0.00 0.00  6  rooms  0.000 1 1 0
12.44764 1.74786 -36.30122  0.104141 0.000000 0.000000  0.104141  0.00 0.00  6  rooms  0.000 1 1 0
1.18131 -0.01038 -9.92754  0.000000 -0.010379 0.000000  0.010379  0.00 0.00  5  floor::mirUV  1.000 1 1 0
49.28178 1.80813 -49.33692  0.000000 0.000000 0.037083  0.037083  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
5.16017 4.74694 -46.01295  -0.131098 0.000000 -0.005169  0.131200  0.03 0.03  6  rooms::mirUV  0.000 1 1 0
-12.44529 9.26968 -14.43340  -0.101789 0.000000 0.000000  0.101789  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
49.44226 7.68455 -61.85281  0.068260 0.000000 -0.000004  0.068260  0.00 0.00  8  rooms  0.000 1 1 0
11.35526 0.25796 -52.01910  0.088847 0.000000 0.045944  0.100023  0.02 0.00  5  rooms  0.000 1 1 0
-3.70064 -0.01626 -8.82639  0.000000 -0.016261 0.000000  0.016261  0.00 0.00  5  floor::mirUV  1.000 1 1 0
12.36912 2.45287 -22.52726  0.025621 -0.015835 0.000000  0.030120  31.72 31.72  2  rooms::mirUV  0.894 1 1 1
-3.79707 -0.00420 -8.82639  0.000000 -0.004202 0.000000  0.004202  0.00 0.00  6  floor::mirUV  1.000 1 1 0
19.32740 10.74935 -76.04372  -0.000002 0.000014 -0.131203  0.131203  0.10 0.00  4  rooms  0.000 1 1 0
12.34543 3.75454 -24.68819  0.001928 0.000000 -0.001192  0.002267  31.71 31.71  2  rooms  0.000 1 1 1
-4.62881 -0.00420 -8.82639  0.000000 -0.004202 0.000000  0.004202  0.00 0.00  6  floor::mirUV  1.000 1 1 0
-4.93017 -0.02097 -12.42095  0.000000 -0.020967 0.000000  0.020967  0.00 0.00  6  floor::mirUV  1.000 1 1 0
1.09730 -0.02449 -21.24251  0.000368 -0.024494 0.000000  0.024496  0.86 0.86  5  floor::mirUV  1.000 1 1 0
49.47815 13.74173 -61.80098  0.104141 -0.000056 -0.000008  0.104141  0.04 0.00  5  rooms  0.000 1 1 0
-4.97838 -0.00891 -8.82639  0.000000 -0.008908 0.000000  0.008908  0.00 0.00  8  floor::mirUV  1.000 1 1 0
12.34764 9.20338 -6.90886  0.004142 0.000000 0.000000  0.004142  0.00 0.00  6  rooms  0.000 1 1 0
7.07992 1.68036 -54.38901  -0.058776 0.000000 -0.035851  0.068847  0.03 0.00  5  rooms::mirUV  0.000 1 1 0
12.44529 9.26968 -12.54752  0.101789 0.000000 0.000000  0.101789  0.00 0.00  5  rooms  0.000 1 1 0
1.18131 -0.02214 -8.69349  0.000000 -0.022143 0.000000  0.022143  0.00 0.00  6  floor::mirUV  1.000 1 1 0
35.08073 6.31037 -75.94960  0.000000 0.000000 -0.037079  0.037079  0.00 0.00  10  rooms  0.000 1 1 0
-13.67787 6.25734 -22.87164  -0.100024 0.000002 -0.000002  0.100024  0.02 0.00  5  rooms::mirUV  0.000 1 1 0
-13.58469 6.93219 -21.99892  -0.058677 0.117348 0.000000  0.131200  0.03 0.00  4  rooms  0.894 1 1 0
-12.35382 9.20459 -23.45747  -0.010318 0.000000 0.000000  0.010318  0.00 0.00  11  rooms::mirUV  0.000 1 1 0
9.97482 0.25796 -38.38659  0.100024 0.000000 0.000000  0.100024  0.00 0.00  6  rooms  0.000 1 1 0
10.47450 0.25917 -5.45455  0.000000 0.000000 0.100024  0.100024  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-12.39558 3.20642 -24.97027  -0.052083 0.000000 0.000000  0.052083  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
-1.13309 -0.02214 -8.69349  0.000000 -0.022143 0.000000  0.022143  0.00 0.00  6  floor::mirUV  1.000 1 1 0
25.38283 10.81262 -75.97195  0.000000 0.000000 -0.059433  0.059433  0.00 0.00  5  rooms  0.000 1 1 0
0.39779 -0.02803 -26.29021  0.000000 -0.028026 0.000000  0.028026  0.00 0.00  5  floor::mirUV  1.000 1 1 0
8.48616 -0.01038 -9.92754  0.000000 -0.010379 0.000000  0.010379  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-2.21797 -0.02214 -8.69349  0.000000 -0.022143 0.000000  0.022143  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-10.11347 0.00021 -7.52905  0.000000 0.000210 0.000000  0.000210  0.00 0.00  7  floor::mirUV  1.000 1 1 0
30.54685 0.25314 -49.27398  0.000000 0.000000 0.100025  0.100025  0.04 0.00  5  rooms::mirUV  0.000 1 1 0
-2.36262 -0.02214 -8.69349  0.000000 -0.022143 0.000000  0.022143  0.00 0.00  4  floor::mirUV  1.000 1 1 0
12.44353 0.25916 -9.90855  0.100024 -0.000002 0.000000  0.100024  0.00 0.00  6  rooms  0.000 1 1 0
-5.56784 3.33299 -5.45867  -0.000001 0.000001 0.095906  0.095906  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
-12.42323 10.68243 -24.48811  -0.079730 -0.000001 0.000000  0.079730  0.00 0.00  8  rooms::mirUV  0.000 1 1 0
18.60505 7.68455 -75.91372  0.000000 0.000000 -0.001198  0.001198  0.00 0.00  12  rooms  0.000 1 1 0
-2.62782 -0.02214 -8.69349  0.000000 -0.022143 0.000000  0.022143  0.00 0.00  5  floor::mirUV  1.000 1 1 0
3.67967 2.52900 3.41399  0.006293 -0.001421 0.000748  0.006494  14.32 14.32  6  rooms  0.430 2 1 0
12.34764 9.20338 -25.08479  0.004142 0.000000 0.000000  0.004142  0.00 0.00  6  rooms  0.000 1 1 0
-8.55848 -0.02097 -29.97276  0.000000 -0.020967 0.000000  0.020967  0.00 0.00  6  floor::mirUV  1.000 1 1 0
41.87387 18.26211 -49.27398  0.000000 0.000000 0.100025  0.100025  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-3.59215 -0.02214 -8.69349  0.000000 -0.022143 0.000000  0.022143  0.00 0.00  6  floor::mirUV  1.000 1 1 0
8.73929 -0.00420 -36.51217  0.000000 -0.004202 0.000000  0.004202  0.00 0.00  8  floor::mirUV  1.000 1 1 0
12.34701 3.62826 -24.68917  0.003510 0.000000 -0.002171  0.004127  31.71 31.71  2  rooms  0.000 1 1 1
-9.87480 0.00000 -41.65931  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms::mirUV  0.000 1 1 0
3.32696 -0.01508 -30.07523  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-5.15920 -0.00626 -21.10992  0.000000 -0.006261 0.000000  0.006261  0.00 0.00  6  floor::mirUV  1.000 1 1 0
-7.49771 -0.00744 -18.51525  0.000000 -0.007437 0.000000  0.007437  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-4.02369 0.25917 -5.45455  0.000000 0.000000 0.100024  0.100024  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
49.47402 12.25921 -50.38474  0.100025 0.000090 0.000008  0.100025  0.05 0.00  6  rooms  0.000 1 1 0
-12.33212 4.25969 -18.52228  0.011379 0.000000 -0.007032  0.013377  31.72 31.72  2  rooms::mirUV  0.000 1 1 1
1.20301 -0.01920 1.47905  0.000000 -0.019202 0.000000  0.019202  0.00 0.00  8  floor::mirUV  1.000 1 1 0
3.67752 3.20545 -1.08734  0.004141 0.000000 0.000000  0.004141  0.00 0.00  11  rooms  0.000 1 1 0
5.95477 -0.00185 -15.05359  0.000000 -0.001849 0.000000  0.001849  0.00 0.00  6  floor::mirUV  1.000 1 1 0
17.82444 1.74485 -75.98616  -0.073639 0.000000 -0.073639  0.104141  45.00 45.00  4  rooms::mirUV  0.000 2 1 0
19.43498 3.20039 -75.91666  0.000000 0.000000 -0.004143  0.004143  0.05 0.00  10  rooms  0.000 1 1 0
10.89700 -0.00097 -9.79464  0.000000 -0.000967 0.000000  0.000967  0.00 0.00  7  floor::mirUV  1.000 1 1 0
-4.79757 -0.02214 -8.69349  0.000000 -0.022143 0.000000  0.022143  0.00 0.00  4  floor::mirUV  1.000 1 1 0
-12.43764 7.68093 -22.87284  -0.094141 -0.000001 0.000002  0.094141  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
-4.94222 -0.02420 -8.69349  0.000000 -0.024202 0.000000  0.024202  0.00 0.00  6  floor::mirUV  1.000 1 1 0
-4.97838 -0.02214 -8.69349  0.000000 -0.022143 0.000000  0.022143  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-12.44764 7.74603 -21.95974  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-8.59464 -0.01332 -35.10785  0.000000 -0.013320 0.000000  0.013320  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-5.12303 -0.02214 -8.69349  0.000000 -0.022143 0.000000  0.022143  0.00 0.00  6  floor::mirUV  1.000 1 1 0
-5.23152 -0.02214 -8.69349  0.000000 -0.022143 0.000000  0.022143  0.00 0.00  4  floor::mirUV  1.000 1 1 0
-9.57104 -0.01038 -9.92754  0.000000 -0.010379 0.000000  0.010379  0.00 0.00  4  floor::mirUV  1.000 1 1 0
-4.80620 4.74694 -55.95409  0.131200 0.000000 0.000000  0.131200  0.00 0.00  5  rooms  0.000 1 1 0
17.84599 15.20637 -54.96835  -0.052082 0.000000 0.000000  0.052082  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
46.42313 15.20637 -49.32192  0.000000 0.000000 0.052082  0.052082  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
-0.04822 -0.01744 -8.56059  0.000000 -0.017437 0.000000  0.017437  0.00 0.00  7  floor::mirUV  1.000 1 1 0
-3.63714 4.80987 3.63840  -0.030818 0.000000 0.026450  0.040612  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
-12.34882 4.93740 -53.41155  -0.005318 0.000000 0.000000  0.005318  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
-12.34350 0.00000 -9.97184  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms::mirUV  0.000 1 1 0
49.47579 3.27272 -68.04686  0.101788 0.000000 0.000000  0.101788  0.00 0.00  4  rooms  0.000 1 1 0
-4.95428 -0.02332 -33.96873  0.000000 -0.023320 0.000000  0.023320  0.00 0.00  6  floor::mirUV  1.000 1 1 0
12.38205 3.33299 -9.39595  0.038553 0.000000 0.000000  0.038553  0.00 0.00  6  rooms  0.000 1 1 0
17.82982 13.67850 -67.85640  -0.068258 0.000000 0.000000  0.068258  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
2.59990 4.74694 -44.04522  0.131200 0.000000 0.000000  0.131200  0.00 0.00  5  rooms  0.000 1 1 0
-5.50314 12.32875 -5.46300  -0.015471 0.015386 0.091578  0.094141  13.40 13.40  6  rooms::mirUV  0.000 1 1 0
-2.46870 4.93740 -48.91623  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms::mirUV  0.000 1 1 0
-5.23152 -0.00244 -8.56059  0.000000 -0.002437 0.000000  0.002437  0.00 0.00  6  floor::mirUV  1.000 1 1 0
-5.48706 12.25671 -37.13052  0.000010 0.000000 -0.100025  0.100025  0.07 0.00  5  rooms  0.000 1 1 0
9.59514 0.00227 -24.68700  0.000000 0.002268 0.000000  0.002268  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-9.20037 9.26968 -5.45279  0.000000 0.000000 0.101789  0.101789  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
-0.04822 -0.01744 -7.52905  0.000000 -0.017437 0.000000  0.017437  0.00 0.00  6  floor::mirUV  1.000 1 1 0
-8.45240 -0.00067 -52.71211  0.000000 -0.000673 0.000000  0.000673  0.00 0.00  8  floor::mirUV  1.000 1 1 0
41.81240 13.81411 -49.30927  0.000000 0.000000 0.064728  0.064728  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
17.86099 0.30738 -64.78078  -0.037083 -0.000000 0.000000  0.037083  0.05 0.00  8  rooms::mirUV  0.000 1 1 0
4.88195 -0.04097 -32.72112  0.000000 -0.040967 0.000000  0.040967  0.00 0.00  7  floor::mirUV  1.000 1 1 0
-12.33059 7.39812 -21.15000  0.012909 -0.007978 0.000000  0.015175  31.72 31.72  2  rooms  0.894 1 1 1
10.00600 4.74694 -42.37051  0.131200 0.000000 0.000000  0.131200  0.00 0.00  6  rooms  0.000 1 1 0
-1.25364 -0.00979 -7.52905  0.000000 -0.009790 0.000000  0.009790  0.00 0.00  7  floor::mirUV  1.000 1 1 0
10.00600 4.74694 -47.56587  0.131200 0.000000 0.000000  0.131200  0.00 0.00  4  rooms  0.000 1 1 0
-0.04822 -0.01744 -7.42780  0.000000 -0.017437 0.000000  0.017437  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-4.95796 2.99426 -40.88784  -0.020565 0.000000 0.000000  0.020565  0.00 0.00  7  rooms  0.000 1 1 0
-0.24832 3.20401 -61.43216  0.000000 0.000000 -0.010906  0.010906  0.05 0.00  10  rooms  0.000 1 1 0
12.38411 10.81262 -14.51567  0.040612 0.000000 0.000000  0.040612  0.00 0.00  8  rooms  0.000 1 1 0
2.26619 -0.00420 -36.51217  0.000000 -0.004202 0.000000  0.004202  0.00 0.00  10  floor::mirUV  1.000 1 1 0
3.67595 4.99981 1.93631  0.002575 0.000694 0.000147  0.002671  15.40 11.37  5  rooms  0.439 4 1 0
-0.12054 -0.01508 -7.42780  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  5  floor::mirUV  1.000 1 1 0
6.55904 4.80963 -53.54359  -0.062541 0.000000 -0.038151  0.073258  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
-0.18081 -0.01508 -7.42780  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  4  floor::mirUV  1.000 1 1 0
-0.83174 -0.01508 -7.42780  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  4  floor::mirUV  1.000 1 1 0
49.40461 6.20189 -67.03611  0.030613 0.000000 0.000000  0.030613  0.00 0.00  4  rooms  0.000 1 1 0
2.46870 7.46782 -1.69723  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms  0.439 1 1 0
49.50520 4.74634 -51.91381  0.131199 0.000000 0.000011  0.131199  0.07 0.00  4  rooms  0.000 1 1 0
49.39344 13.67850 -54.40181  0.019436 -0.000001 0.000000  0.019436  0.00 0.00  6  rooms  0.000 1 1 0
-4.90032 0.31100 -52.77841  0.037083 0.000001 0.000000  0.037083  0.00 0.00  5  rooms  0.000 1 1 0
49.47403 18.26211 -54.40181  0.100025 0.000000 0.000000  0.100025  0.00 0.00  4  rooms  0.000 1 1 0
-4.72525 -0.00097 -28.67091  0.000000 -0.000967 0.000000  0.000967  0.00 0.00  6  floor::mirUV  1.000 1 1 0
-12.36941 1.68156 -24.30127  -0.025907 0.000000 0.000000  0.025907  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
2.53666 3.20401 -53.51332  0.067965 0.000000 0.000000  0.067965  0.00 0.00  6  rooms  0.000 1 1 0
17.76687 10.74933 -49.95621  -0.131201 -0.000004 0.000008  0.131201  0.06 0.00  5  rooms::mirUV  0.000 1 1 0
-8.46929 0.25785 -56.26295  -0.000008 -0.000111 -0.100025  0.100025  0.07 0.00  6  rooms  0.000 1 1 0
-3.89290 12.34350 -5.55457  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms::mirUV  0.000 1 1 0
-9.20037 1.80813 -5.51749  0.000000 0.000000 0.037083  0.037083  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
-1.25364 -0.01508 -7.42780  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-4.95326 3.15941 -40.50211  -0.015859 0.000000 0.000000  0.015859  0.00 0.00  4  rooms  0.000 1 1 0
12.44764 1.74786 -7.80118  0.104141 0.000000 0.000000  0.104141  0.02 0.00  5  rooms  0.000 1 1 0
-2.21797 -0.01508 -7.42780  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  5  floor::mirUV  1.000 1 1 0
7.92624 10.74629 -5.42337  0.000002 -0.000027 0.131200  0.131200  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
-5.03866 0.00000 -5.55457  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  floor::mirUV  1.000 1 1 0
22.95451 9.26667 -49.27221  0.000000 0.000000 0.101788  0.101788  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
5.97888 -0.00244 -20.07627  0.000000 -0.002437 0.000000  0.002437  0.00 0.00  6  floor::mirUV  1.000 1 1 0
12.44352 0.25796 -23.46952  0.100024 0.000002 0.000002  0.100024  0.03 0.00  6  rooms  0.000 1 1 0
-2.33852 -0.01508 -7.42780  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  6  floor::mirUV  1.000 1 1 0
32.65242 0.00256 -61.81393  0.000000 0.002563 0.000000  0.002563  0.00 0.00  4  floor::mirUV  1.000 1 1 0
29.02531 13.67850 -49.30515  0.000000 0.000000 0.068848  0.068848  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-4.83326 1.74544 -53.51762  0.104141 -0.000008 0.000000  0.104141  0.00 0.00  4  rooms  0.000 1 1 0
2.59990 4.74694 -46.01030  0.131200 0.000000 0.000000  0.131200  0.00 0.00  6  rooms  0.000 1 1 0
-2.46870 0.00000 0.08980  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  floor::mirUV  1.000 1 1 0
-3.08588 3.39446 -37.03270  0.000000 0.000000 -0.002205  0.002205  0.00 0.00  9  rooms  0.000 1 1 0
12.44352 6.25613 -7.04176  0.100024 0.000000 0.000000  0.100024  0.00 0.00  6  rooms  0.000 1 1 0
-12.32727 7.39607 -23.40144  0.016230 -0.010030 0.000000  0.019079  31.72 31.72  2  rooms::mirUV  0.000 1 1 1
17.89062 10.77909 -75.96635  -0.022827 0.029753 -0.053825  0.065601  34.87 34.87  5  rooms  0.000 1 1 0
3.74886 -0.00626 -6.29500  0.000000 -0.006261 0.000000  0.006261  0.00 0.00  6  floor::mirUV  1.000 1 1 0
-3.59215 -0.01508 -7.42780  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  6  floor::mirUV  1.000 1 1 0
-0.15670 -0.00479 -59.30136  0.000000 -0.004790 0.000000  0.004790  0.00 0.00  7  floor::mirUV  1.000 1 1 0
-4.96633 -0.02450 -21.24251  0.000000 -0.024496 0.000000  0.024496  0.00 0.00  4  floor::mirUV  1.000 1 1 0
34.48134 0.20793 -75.94313  0.000000 0.000000 -0.030609  0.030609  0.00 0.00  8  rooms  0.000 1 1 0
-6.09460 -0.01038 -38.76630  0.000000 -0.010379 0.000000  0.010379  0.00 0.00  5  floor::mirUV  1.000 1 1 0
43.46854 0.00693 -57.67036  -0.003727 0.006930 -0.003067  0.008445  34.86 34.86  8  floor::mirUV  1.000 1 1 0
-0.18563 -0.00361 -40.29372  0.000000 -0.003614 0.000000  0.003614  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-8.60670 0.00000 -5.55457  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  floor::mirUV  1.000 1 1 0
-12.37411 6.20189 -28.06218  -0.030612 0.000000 0.000000  0.030612  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
2.16011 0.00021 -5.40028  0.000000 0.000210 0.000000  0.000210  0.00 0.00  6  floor::mirUV  1.000 1 1 0
49.47403 0.25314 -63.34301  0.100025 0.000000 0.000000  0.100025  0.00 0.00  6  rooms  0.000 1 1 0
12.34815 12.33049 -6.40354  0.004653 0.017125 0.005372  0.018541  75.47 75.47  9  rooms  0.000 1 1 0
-4.97838 -0.01567 -7.42780  0.000000 -0.015673 0.000000  0.015673  0.00 0.00  6  floor::mirUV  1.000 1 1 0
17.81629 16.80657 -69.97010  -0.081789 0.000000 0.000000  0.081789  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
-0.18081 0.00021 -7.52905  0.000000 0.000210 0.000000  0.000210  0.00 0.00  9  floor::mirUV  1.000 1 1 0
-5.08687 -0.01508 -7.42780  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-9.85761 0.83053 -39.73064  0.017190 0.000000 0.000000  0.017190  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
9.71568 -0.02156 -13.81954  0.000000 -0.021555 0.000000  0.021555  0.00 0.00  6  floor::mirUV  1.000 1 1 0
49.47403 12.25913 -51.27887  0.100025 0.000007 -0.000008  0.100025  0.03 0.00  5  rooms  0.000 1 1 0
17.85952 3.33600 -70.89405  -0.038553 0.000000 0.000000  0.038553  0.00 0.00  9  rooms::mirUV  0.000 1 1 0
2.48931 1.68036 -51.40533  0.020612 0.000000 0.000000  0.020612  0.00 0.00  9  rooms  0.000 1 1 0
12.44352 6.25613 -27.34495  0.100024 0.000000 -0.000002  0.100024  0.00 0.00  6  rooms  0.000 1 1 0
12.34350 0.00000 -27.97177  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms  0.000 1 1 0
-5.12303 -0.01508 -7.42780  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  5  floor::mirUV  1.000 1 1 0
44.79401 3.27271 -76.01431  0.000000 0.000000 -0.101791  0.101791  0.00 0.00  6  rooms  0.000 1 1 0
28.47201 15.26967 -76.01431  -0.000013 0.000012 -0.101791  0.101791  0.00 0.00  6  rooms  0.000 1 1 0
21.43297 15.26965 -49.27221  0.000000 -0.000006 0.101788  0.101788  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-1.24158 -0.01508 -22.51122  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  4  floor::mirUV  1.000 1 1 0
-12.41470 4.68306 -9.45923  -0.071200 0.000000 0.000000  0.071200  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
