# mat  ax ay az  bx by bz  cx cy cz
rooms  2.45465 4.99912 -4.94193  2.96289 4.80987 -4.08231  2.47836 4.80987 -4.93428
rooms  2.92929 4.99912 -4.06469  3.01015 4.99912 -4.03271  3.01015 4.80987 -4.03271
rooms  2.92929 4.99912 -4.06469  3.01015 4.80987 -4.03271  2.96289 4.80987 -4.08231
rooms  3.01015 4.99912 -4.03271  3.04818 4.99912 -4.00832  3.01015 4.80987 -4.03271
rooms  3.04818 4.99912 -4.00832  3.04818 4.80987 -4.00832  3.01015 4.80987 -4.03271
rooms  3.04818 4.99912 -4.00832  3.02492 4.99912 -3.92031  3.04818 4.80987 -4.00832
rooms  3.02492 4.99912 -3.92031  3.04289 4.80987 -3.92973  3.04818 4.80987 -4.00832
rooms  3.02492 4.99912 -3.92031  3.05282 4.99912 -3.77904  3.04289 4.80987 -3.92973
rooms  3.65664 4.99636 -2.63821  3.71341 4.81539 -2.64377  3.04289 4.80987 -3.92973
rooms  2.47836 4.80987 -4.93428  2.61561 4.74628 -4.85650  2.49992 4.74598 -4.92733
rooms  2.47836 4.80987 -4.93428  2.96289 4.80987 -4.08231  2.61561 4.74628 -4.85650
rooms  2.96289 4.80987 -4.08231  3.04312 4.74598 -4.12438  2.61561 4.74628 -4.85650
rooms  2.96289 4.80987 -4.08231  3.01015 4.80987 -4.03271  3.07371 4.74598 -4.06604
rooms  2.96289 4.80987 -4.08231  3.07371 4.74598 -4.06604  3.04312 4.74598 -4.12438
rooms  3.01015 4.80987 -4.03271  3.04818 4.80987 -4.00832  3.07371 4.74598 -4.06604
rooms  3.04818 4.80987 -4.00832  3.09194 4.74598 -4.03126  3.07371 4.74598 -4.06604
rooms  3.04818 4.80987 -4.00832  3.04289 4.80987 -3.92973  3.09194 4.74598 -4.03126
rooms  3.04289 4.80987 -3.92973  3.12312 4.74598 -3.97180  3.09194 4.74598 -4.03126
rooms  3.04289 4.80987 -3.92973  3.32547 4.74598 -3.58587  3.12312 4.74598 -3.97180
rooms  3.04289 4.80987 -3.92973  3.35958 4.74598 -3.52080  3.32547 4.74598 -3.58587
rooms  3.04289 4.80987 -3.92973  3.39311 4.74598 -3.45685  3.35958 4.74598 -3.52080
rooms  3.04289 4.80987 -3.92973  3.71341 4.81539 -2.64377  3.80285 4.76264 -2.65291
rooms  3.04289 4.80987 -3.92973  3.80285 4.76264 -2.65291  3.39311 4.74598 -3.45685
rooms  2.49992 4.74598 -4.92733  2.61561 4.74628 -4.85650  2.49503 4.68090 -4.89445
rooms  2.49992 4.74598 -4.92733  2.49503 4.68090 -4.89445  2.47320 4.68089 -4.93595
rooms  2.61561 4.74628 -4.85650  3.04312 4.74598 -4.12438  2.49503 4.68090 -4.89445
rooms  3.04312 4.74598 -4.12438  3.07371 4.74598 -4.06604  2.49503 4.68090 -4.89445
rooms  3.07371 4.74598 -4.06604  3.09194 4.74598 -4.03126  2.49503 4.68090 -4.89445
rooms  3.09194 4.74598 -4.03126  3.12312 4.74598 -3.97180  2.49503 4.68090 -4.89445
rooms  3.12312 4.74598 -3.97180  3.32547 4.74598 -3.58587  2.49503 4.68090 -4.89445
rooms  3.32547 4.74598 -3.58587  3.21502 4.68089 -3.52796  2.49503 4.68090 -4.89445
rooms  3.32547 4.74598 -3.58587  3.35958 4.74598 -3.52080  3.21502 4.68089 -3.52796
rooms  3.35958 4.74598 -3.52080  3.30644 4.68089 -3.49294  3.21502 4.68089 -3.52796
rooms  3.35958 4.74598 -3.52080  3.39311 4.74598 -3.45685  3.29074 4.68089 -3.40318
rooms  3.35958 4.74598 -3.52080  3.29074 4.68089 -3.40318  3.30644 4.68089 -3.49294
rooms  3.39311 4.74598 -3.45685  3.80285 4.76264 -2.65291  3.29074 4.68089 -3.40318
rooms  3.80285 4.76264 -2.65291  3.67805 4.68144 -2.64026  3.29074 4.68089 -3.40318
rooms  3.73434 5.01785 3.54063  3.69018 5.00426 3.48442  3.58526 5.14715 3.15855
rooms  3.65729 4.99447 2.76075  3.50960 5.30127 2.78330  3.58526 5.14715 3.15855
rooms  3.50960 5.30127 2.78330  3.57822 5.33200 3.56220  3.58526 5.14715 3.15855
rooms  3.57822 5.33200 3.56220  3.73434 5.01785 3.54063  3.58526 5.14715 3.15855
rooms  3.65729 4.99447 2.76075  3.69294 5.00446 2.09112  3.58272 5.14592 2.38687
rooms  3.73065 5.01462 1.99380  3.51277 5.30281 2.01163  3.58272 5.14592 2.38687
rooms  3.51277 5.30281 2.01163  3.50960 5.30127 2.78330  3.58272 5.14592 2.38687
rooms  3.50960 5.30127 2.78330  3.65729 4.99447 2.76075  3.58272 5.14592 2.38687
rooms  3.73065 5.01462 1.99380  3.67595 4.99981 1.93631  3.58824 5.14861 1.61518
rooms  3.66143 4.99610 1.21833  3.51173 5.30231 1.23996  3.58824 5.14861 1.61518
rooms  3.51173 5.30231 1.23996  3.51277 5.30281 2.01163  3.58824 5.14861 1.61518
rooms  3.51277 5.30281 2.01163  3.73065 5.01462 1.99380  3.58824 5.14861 1.61518
rooms  3.66143 4.99610 1.21833  3.67855 5.00035 0.58876  3.58806 5.14852 0.84350
rooms  3.68285 5.00134 0.44709  3.51488 5.30385 0.46829  3.58806 5.14852 0.84350
rooms  3.51488 5.30385 0.46829  3.51173 5.30231 1.23996  3.58806 5.14852 0.84350
rooms  3.51173 5.30231 1.23996  3.66143 4.99610 1.21833  3.58806 5.14852 0.84350
rooms  3.68285 5.00134 0.44709  3.68285 5.00134 0.43502  3.58489 5.14697 0.07181
rooms  3.65553 4.99524 -0.32435  3.50748 5.30023 -0.30338  3.58489 5.14697 0.07181
rooms  3.50748 5.30023 -0.30338  3.51488 5.30385 0.46829  3.58489 5.14697 0.07181
rooms  3.51488 5.30385 0.46829  3.68285 5.00134 0.44709  3.58489 5.14697 0.07181
rooms  3.65553 4.99524 -0.32435  3.69126 5.00276 -0.91318  3.51171 5.30230 -1.07505
rooms  3.65553 4.99524 -0.32435  3.51171 5.30230 -1.07505  3.50748 5.30023 -0.30338
rooms  3.68493 5.00142 -1.09689  3.65212 4.99525 -1.86661  3.50656 5.29978 -1.84672
rooms  3.68493 5.00142 -1.09689  3.50656 5.29978 -1.84672  3.51171 5.30230 -1.07505
rooms  3.65212 4.99525 -1.86661  3.67282 4.99902 -2.38652  3.52306 5.31189 -2.61721
rooms  3.65212 4.99525 -1.86661  3.52306 5.31189 -2.61721  3.50656 5.29978 -1.84672
rooms  3.57822 5.33200 3.56220  3.50960 5.30127 2.78330  3.43642 5.45659 3.17972
rooms  3.50960 5.30127 2.78330  3.36228 5.61145 2.80449  3.43642 5.45659 3.17972
rooms  3.36228 5.61145 2.80449  3.42210 5.64615 3.58378  3.43642 5.45659 3.17972
rooms  3.42210 5.64615 3.58378  3.57822 5.33200 3.56220  3.43642 5.45659 3.17972
rooms  3.50960 5.30127 2.78330  3.51277 5.30281 2.01163  3.43430 5.45556 2.40807
rooms  3.51277 5.30281 2.01163  3.36218 5.61140 2.03284  3.43430 5.45556 2.40807
rooms  3.36218 5.61140 2.03284  3.36228 5.61145 2.80449  3.43430 5.45556 2.40807
rooms  3.36228 5.61145 2.80449  3.50960 5.30127 2.78330  3.43430 5.45556 2.40807
rooms  3.51277 5.30281 2.01163  3.51173 5.30231 1.23996  3.43699 5.45687 1.63641
rooms  3.51173 5.30231 1.23996  3.36113 5.61089 1.26120  3.43699 5.45687 1.63641
rooms  3.36113 5.61089 1.26120  3.36218 5.61140 2.03284  3.43699 5.45687 1.63641
rooms  3.36218 5.61140 2.03284  3.51277 5.30281 2.01163  3.43699 5.45687 1.63641
rooms  3.51173 5.30231 1.23996  3.51488 5.30385 0.46829  3.43664 5.45670 0.86475
rooms  3.51488 5.30385 0.46829  3.36430 5.61243 0.48956  3.43664 5.45670 0.86475
rooms  3.36430 5.61243 0.48956  3.36113 5.61089 1.26120  3.43664 5.45670 0.86475
rooms  3.36113 5.61089 1.26120  3.51173 5.30231 1.23996  3.43664 5.45670 0.86475
rooms  3.51488 5.30385 0.46829  3.50748 5.30023 -0.30338  3.43565 5.45622 0.09310
rooms  3.50748 5.30023 -0.30338  3.36001 5.61034 -0.28208  3.43565 5.45622 0.09310
rooms  3.36001 5.61034 -0.28208  3.36430 5.61243 0.48956  3.43565 5.45622 0.09310
rooms  3.36430 5.61243 0.48956  3.51488 5.30385 0.46829  3.43565 5.45622 0.09310
rooms  3.50748 5.30023 -0.30338  3.51171 5.30230 -1.07505  3.36001 5.61034 -0.28208
rooms  3.51171 5.30230 -1.07505  3.36113 5.61089 -1.05373  3.36001 5.61034 -0.28208
rooms  3.51171 5.30230 -1.07505  3.50656 5.29978 -1.84672  3.35690 5.60882 -1.82537
rooms  3.51171 5.30230 -1.07505  3.35690 5.60882 -1.82537  3.36113 5.61089 -1.05373
rooms  3.50656 5.29978 -1.84672  3.52306 5.31189 -2.61721  3.38949 5.62743 -2.59622
rooms  3.50656 5.29978 -1.84672  3.38949 5.62743 -2.59622  3.35690 5.60882 -1.82537
rooms  3.42210 5.64615 3.58378  3.36228 5.61145 2.80449  3.28749 5.76599 3.20089
rooms  3.36228 5.61145 2.80449  3.21272 5.92054 2.82567  3.28749 5.76599 3.20089
rooms  3.21272 5.92054 2.82567  3.26598 5.96030 3.60535  3.28749 5.76599 3.20089
rooms  3.26598 5.96030 3.60535  3.42210 5.64615 3.58378  3.28749 5.76599 3.20089
rooms  3.36228 5.61145 2.80449  3.36218 5.61140 2.03284  3.28583 5.76518 2.42926
rooms  3.36218 5.61140 2.03284  3.21160 5.91999 2.05405  3.28583 5.76518 2.42926
rooms  3.21160 5.91999 2.05405  3.21272 5.92054 2.82567  3.28583 5.76518 2.42926
rooms  3.21272 5.92054 2.82567  3.36228 5.61145 2.80449  3.28583 5.76518 2.42926
rooms  3.36218 5.61140 2.03284  3.36113 5.61089 1.26120  3.28516 5.76485 1.65764
rooms  3.36113 5.61089 1.26120  3.21077 5.91958 1.28244  3.28516 5.76485 1.65764
rooms  3.21077 5.91958 1.28244  3.21160 5.91999 2.05405  3.28516 5.76485 1.65764
rooms  3.21160 5.91999 2.05405  3.36218 5.61140 2.03284  3.28516 5.76485 1.65764
rooms  3.36113 5.61089 1.26120  3.36430 5.61243 0.48956  3.28689 5.76570 0.88601
rooms  3.36430 5.61243 0.48956  3.21371 5.92102 0.51083  3.28689 5.76570 0.88601
rooms  3.21371 5.92102 0.51083  3.21077 5.91958 1.28244  3.28689 5.76570 0.88601
rooms  3.21077 5.91958 1.28244  3.36113 5.61089 1.26120  3.28689 5.76570 0.88601
rooms  3.36430 5.61243 0.48956  3.36001 5.61034 -0.28208  3.28493 5.76474 0.11438
rooms  3.36001 5.61034 -0.28208  3.20986 5.91914 -0.26079  3.28493 5.76474 0.11438
rooms  3.20986 5.91914 -0.26079  3.21371 5.92102 0.51083  3.28493 5.76474 0.11438
rooms  3.21371 5.92102 0.51083  3.36430 5.61243 0.48956  3.28493 5.76474 0.11438
rooms  3.36001 5.61034 -0.28208  3.36113 5.61089 -1.05373  3.28223 5.76342 -0.65725
rooms  3.36113 5.61089 -1.05373  3.21054 5.91947 -1.03240  3.28223 5.76342 -0.65725
rooms  3.21054 5.91947 -1.03240  3.20986 5.91914 -0.26079  3.28223 5.76342 -0.65725
rooms  3.20986 5.91914 -0.26079  3.36001 5.61034 -0.28208  3.28223 5.76342 -0.65725
rooms  3.36113 5.61089 -1.05373  3.35690 5.60882 -1.82537  3.28578 5.76515 -1.42888
rooms  3.35690 5.60882 -1.82537  3.20959 5.91901 -1.80401  3.28578 5.76515 -1.42888
rooms  3.20959 5.91901 -1.80401  3.21054 5.91947 -1.03240  3.28578 5.76515 -1.42888
rooms  3.21054 5.91947 -1.03240  3.36113 5.61089 -1.05373  3.28578 5.76515 -1.42888
rooms  3.35690 5.60882 -1.82537  3.38949 5.62743 -2.59622  3.25591 5.94297 -2.57523
rooms  3.35690 5.60882 -1.82537  3.25591 5.94297 -2.57523  3.20959 5.91901 -1.80401
rooms  3.26598 5.96030 3.60535  3.21272 5.92054 2.82567  3.13729 6.07476 3.22206
rooms  3.21272 5.92054 2.82567  3.12234 6.25850 2.84685  3.13729 6.07476 3.22206
rooms  3.12234 6.25850 2.84685  3.10986 6.27445 3.62693  3.13729 6.07476 3.22206
rooms  3.10986 6.27445 3.62693  3.26598 5.96030 3.60535  3.13729 6.07476 3.22206
rooms  3.21272 5.92054 2.82567  3.21160 5.91999 2.05405  3.13545 6.07386 2.45046
rooms  3.21160 5.91999 2.05405  3.12234 6.25850 2.07527  3.13545 6.07386 2.45046
rooms  3.12234 6.25850 2.07527  3.12234 6.25850 2.84685  3.13545 6.07386 2.45046
rooms  3.12234 6.25850 2.84685  3.21272 5.92054 2.82567  3.13545 6.07386 2.45046
rooms  3.21160 5.91999 2.05405  3.21077 5.91958 1.28244  3.13428 6.07329 1.67886
rooms  3.21077 5.91958 1.28244  3.12234 6.25850 1.30368  3.13428 6.07329 1.67886
rooms  3.12234 6.25850 1.30368  3.12234 6.25850 2.07527  3.13428 6.07329 1.67886
rooms  3.12234 6.25850 2.07527  3.21160 5.91999 2.05405  3.13428 6.07329 1.67886
rooms  3.21077 5.91958 1.28244  3.21371 5.92102 0.51083  3.13627 6.07426 0.90726
rooms  3.21371 5.92102 0.51083  3.12234 6.25850 0.53210  3.13627 6.07426 0.90726
rooms  3.12234 6.25850 0.53210  3.12234 6.25850 1.30368  3.13627 6.07426 0.90726
rooms  3.12234 6.25850 1.30368  3.21077 5.91958 1.28244  3.13627 6.07426 0.90726
rooms  3.21371 5.92102 0.51083  3.20986 5.91914 -0.26079  3.13464 6.07347 0.13566
rooms  3.20986 5.91914 -0.26079  3.12234 6.25850 -0.23949  3.13464 6.07347 0.13566
rooms  3.12234 6.25850 -0.23949  3.12234 6.25850 0.53210  3.13464 6.07347 0.13566
rooms  3.12234 6.25850 0.53210  3.21371 5.92102 0.51083  3.13464 6.07347 0.13566
rooms  3.20986 5.91914 -0.26079  3.21054 5.91947 -1.03240  3.13313 6.07273 -0.63594
rooms  3.21054 5.91947 -1.03240  3.12234 6.25850 -1.01107  3.13313 6.07273 -0.63594
rooms  3.12234 6.25850 -1.01107  3.12234 6.25850 -0.23949  3.13313 6.07273 -0.63594
rooms  3.12234 6.25850 -0.23949  3.20986 5.91914 -0.26079  3.13313 6.07273 -0.63594
rooms  3.21054 5.91947 -1.03240  3.20959 5.91901 -1.80401  3.13754 6.07488 -1.40753
rooms  3.20959 5.91901 -1.80401  3.12234 6.25850 -1.78266  3.13754 6.07488 -1.40753
rooms  3.12234 6.25850 -1.78266  3.12234 6.25850 -1.01107  3.13754 6.07488 -1.40753
rooms  3.12234 6.25850 -1.01107  3.21054 5.91947 -1.03240  3.13754 6.07488 -1.40753
rooms  3.20959 5.91901 -1.80401  3.25591 5.94297 -2.57523  3.13314 6.07274 -2.17913
rooms  3.25591 5.94297 -2.57523  3.12234 6.25850 -2.55424  3.13314 6.07274 -2.17913
rooms  3.12234 6.25850 -2.55424  3.12234 6.25850 -1.78266  3.13314 6.07274 -2.17913
rooms  3.12234 6.25850 -1.78266  3.20959 5.91901 -1.80401  3.13314 6.07274 -2.17913
rooms  3.10986 6.27445 3.62693  3.12234 6.25850 2.84685  2.98945 6.38469 3.24323
rooms  3.12234 6.25850 2.84685  2.90514 6.53458 2.86803  2.98945 6.38469 3.24323
rooms  2.90514 6.53458 2.86803  2.94957 6.57279 3.64596  2.98945 6.38469 3.24323
rooms  2.94957 6.57279 3.64596  3.10986 6.27445 3.62693  2.98945 6.38469 3.24323
rooms  3.12234 6.25850 2.84685  3.12234 6.25850 2.07527  2.98322 6.38165 2.47166
rooms  3.12234 6.25850 2.07527  2.89941 6.53179 2.09648  2.98322 6.38165 2.47166
rooms  2.89941 6.53179 2.09648  2.90514 6.53458 2.86803  2.98322 6.38165 2.47166
rooms  2.90514 6.53458 2.86803  3.12234 6.25850 2.84685  2.98322 6.38165 2.47166
rooms  3.12234 6.25850 2.07527  3.12234 6.25850 1.30368  2.99146 6.38567 1.70009
rooms  3.12234 6.25850 1.30368  2.90194 6.53302 1.32492  2.99146 6.38567 1.70009
rooms  2.90194 6.53302 1.32492  2.89941 6.53179 2.09648  2.99146 6.38567 1.70009
rooms  2.89941 6.53179 2.09648  3.12234 6.25850 2.07527  2.99146 6.38567 1.70009
rooms  3.12234 6.25850 1.30368  3.12234 6.25850 0.53210  3.00658 6.39305 0.92852
rooms  3.12234 6.25850 0.53210  2.91600 6.53988 0.55337  3.00658 6.39305 0.92852
rooms  2.91600 6.53988 0.55337  2.90194 6.53302 1.32492  3.00658 6.39305 0.92852
rooms  2.90194 6.53302 1.32492  3.12234 6.25850 1.30368  3.00658 6.39305 0.92852
rooms  3.12234 6.25850 0.53210  3.12234 6.25850 -0.23949  3.00008 6.38988 0.15695
rooms  3.12234 6.25850 -0.23949  2.91677 6.54026 -0.21819  3.00008 6.38988 0.15695
rooms  2.91677 6.54026 -0.21819  2.91600 6.53988 0.55337  3.00008 6.38988 0.15695
rooms  2.91600 6.53988 0.55337  3.12234 6.25850 0.53210  3.00008 6.38988 0.15695
rooms  3.12234 6.25850 -0.23949  3.12234 6.25850 -1.01107  2.98016 6.38016 -0.61462
rooms  3.12234 6.25850 -1.01107  2.90022 6.53218 -0.98974  2.98016 6.38016 -0.61462
rooms  2.90022 6.53218 -0.98974  2.91677 6.54026 -0.21819  2.98016 6.38016 -0.61462
rooms  2.91677 6.54026 -0.21819  3.12234 6.25850 -0.23949  2.98016 6.38016 -0.61462
rooms  3.12234 6.25850 -1.01107  3.12234 6.25850 -1.78266  2.98319 6.38164 -1.38619
rooms  3.12234 6.25850 -1.78266  2.91360 6.53871 -1.76130  2.98319 6.38164 -1.38619
rooms  2.91360 6.53871 -1.76130  2.90022 6.53218 -0.98974  2.98319 6.38164 -1.38619
rooms  2.90022 6.53218 -0.98974  3.12234 6.25850 -1.01107  2.98319 6.38164 -1.38619
rooms  3.12234 6.25850 -1.78266  3.12234 6.25850 -2.55424  2.98390 6.38198 -2.15776
rooms  3.12234 6.25850 -2.55424  2.95893 6.56083 -2.53286  2.98390 6.38198 -2.15776
rooms  2.95893 6.56083 -2.53286  2.91360 6.53871 -1.76130  2.98390 6.38198 -2.15776
rooms  2.91360 6.53871 -1.76130  3.12234 6.25850 -1.78266  2.98390 6.38198 -2.15776
rooms  2.94957 6.57279 3.64596  2.90514 6.53458 2.86803  2.75773 6.84472 2.88922
rooms  2.94957 6.57279 3.64596  2.75773 6.84472 2.88922  2.78928 6.87113 3.66499
rooms  2.90514 6.53458 2.86803  2.89941 6.53179 2.09648  2.75773 6.84472 2.88922
rooms  2.89941 6.53179 2.09648  2.75329 6.84255 2.11769  2.75773 6.84472 2.88922
rooms  2.89941 6.53179 2.09648  2.90194 6.53302 1.32492  2.75456 6.84317 1.34616
rooms  2.89941 6.53179 2.09648  2.75456 6.84317 1.34616  2.75329 6.84255 2.11769
rooms  2.90194 6.53302 1.32492  2.91600 6.53988 0.55337  2.75456 6.84317 1.34616
rooms  2.91600 6.53988 0.55337  2.76180 6.84670 0.57464  2.75456 6.84317 1.34616
rooms  2.91600 6.53988 0.55337  2.91677 6.54026 -0.21819  2.76090 6.84627 -0.19689
rooms  2.91600 6.53988 0.55337  2.76090 6.84627 -0.19689  2.76180 6.84670 0.57464
rooms  2.91677 6.54026 -0.21819  2.90022 6.53218 -0.98974  2.76090 6.84627 -0.19689
rooms  2.90022 6.53218 -0.98974  2.75350 6.84266 -0.96842  2.76090 6.84627 -0.19689
rooms  2.90022 6.53218 -0.98974  2.91360 6.53871 -1.76130  2.75773 6.84472 -1.73994
rooms  2.90022 6.53218 -0.98974  2.75773 6.84472 -1.73994  2.75350 6.84266 -0.96842
rooms  2.91360 6.53871 -1.76130  2.95893 6.56083 -2.53286  2.79552 6.86316 -2.51147
rooms  2.91360 6.53871 -1.76130  2.79552 6.86316 -2.51147  2.75773 6.84472 -1.73994
rooms  3.67566 4.68143 3.53408  3.68919 4.74996 3.53561  3.69320 4.75390 3.55140
rooms  3.67566 4.68143 3.53408  3.69320 4.75390 3.55140  3.70588 4.74598 3.69740
rooms  3.67566 4.68143 3.53408  3.41412 4.74598 4.03733  3.32485 4.68089 3.96071
rooms  3.67566 4.68143 3.53408  3.70588 4.74598 3.69740  3.41412 4.74598 4.03733
rooms  3.32485 4.68089 3.96071  3.36353 4.74598 4.09627  3.32135 4.68089 4.06006
rooms  3.32485 4.68089 3.96071  3.41412 4.74598 4.03733  3.36353 4.74598 4.09627
rooms  3.32135 4.68089 4.06006  3.33353 4.74598 4.13122  3.29358 4.68089 4.09693
rooms  3.32135 4.68089 4.06006  3.36353 4.74598 4.09627  3.33353 4.74598 4.13122
rooms  3.29358 4.68089 4.09693  3.28354 4.74598 4.18947  3.18757 4.68089 4.10711
rooms  3.29358 4.68089 4.09693  3.33353 4.74598 4.13122  3.28354 4.74598 4.18947
rooms  3.18757 4.68089 4.10711  3.28354 4.74598 4.18947  2.46870 4.68089 4.93740
rooms  2.46870 4.68089 4.93740  3.28354 4.74598 4.18947  2.46870 4.74598 4.93740
rooms  3.68919 4.74996 3.53561  3.66931 4.81190 3.54847  3.69320 4.75390 3.55140
rooms  3.68919 4.74996 3.53561  3.69289 4.81505 3.53602  3.66931 4.81190 3.54847
rooms  3.69320 4.75390 3.55140  3.63714 4.80987 3.63840  3.70588 4.74598 3.69740
rooms  3.69320 4.75390 3.55140  3.66931 4.81190 3.54847  3.63714 4.80987 3.63840
rooms  3.70588 4.74598 3.69740  3.63714 4.80987 3.63840  3.41412 4.74598 4.03733
rooms  3.41412 4.74598 4.03733  3.63714 4.80987 3.63840  3.36353 4.74598 4.09627
rooms  3.36353 4.74598 4.09627  3.63714 4.80987 3.63840  3.33353 4.74598 4.13122
rooms  3.33353 4.74598 4.13122  3.63714 4.80987 3.63840  3.28354 4.74598 4.18947
rooms  3.28354 4.74598 4.18947  3.63714 4.80987 3.63840  2.46870 4.74598 4.93740
rooms  2.46870 4.74598 4.93740  3.63714 4.80987 3.63840  2.46870 4.80987 4.93740
rooms  3.69289 4.81505 3.53602  3.73434 5.01785 3.54063  3.66931 4.81190 3.54847
rooms  3.66931 4.81190 3.54847  3.73434 5.01785 3.54063  3.72198 5.01766 3.55427
rooms  3.66931 4.81190 3.54847  3.66389 5.01680 3.61838  3.63714 4.80987 3.63840
rooms  3.66931 4.81190 3.54847  3.72198 5.01766 3.55427  3.66389 5.01680 3.61838
rooms  3.63714 4.80987 3.63840  3.66389 5.01680 3.61838  2.46870 4.80987 4.93740
rooms  2.46870 4.80987 4.93740  3.66389 5.01680 3.61838  2.46870 4.99912 4.93740
rooms::mirUV  1.47690 5.50227 4.95535  2.46870 4.99912 4.93740  2.47037 5.49847 4.94763
rooms::mirUV  2.47037 5.49847 4.94763  2.47461 6.22644 4.51315  1.47543 6.22076 4.51856
rooms::mirUV  2.47461 6.22644 4.51315  2.48835 6.33081 4.52469  2.10707 6.31059 4.54427
rooms::mirUV  2.47461 6.22644 4.51315  2.10707 6.31059 4.54427  2.04198 6.31059 4.54427
rooms::mirUV  2.47461 6.22644 4.51315  2.04198 6.31059 4.54427  1.97930 6.31058 4.54427
rooms::mirUV  2.48835 6.33081 4.52469  2.10707 6.33027 4.45775  2.10707 6.31059 4.54427
rooms::mirUV  2.48835 6.33081 4.52469  2.47611 6.33836 4.44976  2.10707 6.33027 4.45775
rooms::mirUV  2.47611 6.33836 4.44976  2.46062 6.47122 4.30564  2.10707 6.33027 4.45775
rooms::mirUV  2.77125 7.05122 -5.10377  2.46870 6.23347 -4.93740  2.76878 6.43405 -5.10870
rooms::mirUV  2.77125 7.05122 -5.10377  2.46870 6.85064 -4.93740  2.46870 6.23347 -4.93740
rooms::mirUV  2.76878 6.43405 -5.10870  2.46870 5.61629 -4.93740  2.77107 5.81687 -5.10414
rooms::mirUV  2.76878 6.43405 -5.10870  2.46870 6.23347 -4.93740  2.46870 5.61629 -4.93740
rooms::mirUV  2.77107 5.81687 -5.10414  2.46870 5.61629 -4.93740  2.45465 4.99912 -4.94193
rooms::mirUV  2.92528 5.19198 -5.18145  2.77107 5.81687 -5.10414  2.80124 4.78311 -5.04379
rooms::mirUV  2.80124 4.78311 -5.04379  2.61286 5.40800 -5.02304  2.61554 4.37423 -5.01767
rooms::mirUV  2.80124 4.78311 -5.04379  2.77107 5.81687 -5.10414  2.61286 5.40800 -5.02304
rooms::mirUV  2.61554 4.37423 -5.01767  2.61286 5.40800 -5.02304  2.45465 4.99912 -4.94193
rooms  3.65664 4.99636 -2.63821  3.05282 4.99912 -3.77904  3.11970 6.26235 -3.79612
rooms  3.05282 4.99912 -3.77904  2.46870 6.23347 -4.93740  3.11970 6.26235 -3.79612
rooms  3.05282 4.99912 -3.77904  3.02492 4.99912 -3.92031  2.46870 6.23347 -4.93740
rooms  3.11970 6.26235 -3.79612  2.46870 6.23347 -4.93740  2.46870 7.46782 -4.93740
rooms  2.46870 7.46782 -3.70305  3.12234 6.25850 -2.55424  3.11970 6.26235 -3.79612
rooms  3.11970 6.26235 -3.79612  3.12234 6.25850 -2.55424  3.65664 4.99636 -2.63821
rooms  3.73434 5.01785 3.54063  3.10986 6.27445 3.62693  3.10236 5.25816 4.24413
rooms  3.10986 6.27445 3.62693  2.46062 6.47122 4.30564  3.10236 5.25816 4.24413
rooms  3.10986 6.27445 3.62693  2.46870 7.46782 3.70305  2.46062 6.47122 4.30564
rooms  2.46062 6.47122 4.30564  2.47611 6.33836 4.44976  3.10236 5.25816 4.24413
rooms  2.47037 5.49847 4.94763  2.46870 4.99912 4.93740  3.73434 5.01785 3.54063
rooms::mirUV  2.46062 6.47122 4.30564  2.46870 7.46782 3.70305  2.10707 6.33027 4.45775
rooms  2.47611 6.33836 4.44976  2.48835 6.33081 4.52469  3.10236 5.25816 4.24413
rooms  2.48835 6.33081 4.52469  2.47461 6.22644 4.51315  3.10236 5.25816 4.24413
rooms  2.47461 6.22644 4.51315  2.47037 5.49847 4.94763  3.10236 5.25816 4.24413
rooms  2.51434 4.38194 -4.92267  2.47320 4.68089 -4.93595  2.49503 4.68090 -4.89445
rooms  3.65729 4.99447 2.76075  3.69018 5.00426 3.48442  3.71399 4.80987 3.48257
rooms  3.73065 5.01462 1.99380  3.73065 5.01463 1.99682  3.73281 4.80987 1.99343
rooms  3.66143 4.99610 1.21833  3.67595 4.99981 1.93631  3.71399 4.80987 1.93616
rooms  3.68285 5.00134 0.44709  3.74467 5.01594 0.49587  3.74663 4.80987 0.49525
rooms  3.65553 4.99524 -0.32435  3.68285 5.00134 0.43502  3.71399 4.80987 -0.91250
rooms  3.65212 4.99525 -1.86661  3.68493 5.00142 -1.09689  3.71399 4.80987 -1.03911
rooms  3.68493 5.00142 -1.09689  3.68492 5.00144 -1.03959  3.71399 4.80987 -1.03911
rooms  3.69018 5.00426 3.48442  3.65729 4.99447 2.76075  3.58526 5.14715 3.15855
rooms  3.69294 5.00446 2.09112  3.75217 5.02052 2.03436  3.58272 5.14592 2.38687
rooms  3.75217 5.02052 2.03436  3.73065 5.01463 1.99682  3.58272 5.14592 2.38687
rooms  3.73065 5.01463 1.99682  3.73065 5.01462 1.99380  3.58272 5.14592 2.38687
rooms  3.67595 4.99981 1.93631  3.66143 4.99610 1.21833  3.58824 5.14861 1.61518
rooms  3.67855 5.00035 0.58876  3.73379 5.01342 0.53202  3.58806 5.14852 0.84350
rooms  3.73379 5.01342 0.53202  3.74467 5.01594 0.49587  3.58806 5.14852 0.84350
