# mat  ax ay az  bx by bz  cx cy cz
rooms  43.41079 4.80963 -75.99431  43.41079 6.20189 -75.99431  43.47227 6.20189 -75.94313
rooms  43.47227 4.80963 -75.95313  43.47227 6.20189 -75.94313  44.87085 4.80963 -75.95313
rooms  44.87085 4.80963 -75.95313  43.47227 6.20189 -75.94313  44.87085 6.20189 -75.94313
rooms  44.87085 4.80963 -75.95313  44.87085 6.20189 -75.94313  44.93233 4.80963 -75.97666
rooms  44.93233 4.80963 -75.97666  44.87085 6.20189 -75.94313  44.93233 6.20189 -75.97666
rooms  44.93233 4.80963 -75.97666  44.99380 6.20189 -75.94313  44.99380 4.80963 -75.95313
rooms  44.93233 4.80963 -75.97666  44.93233 6.20189 -75.97666  44.99380 6.20189 -75.94313
rooms  44.99380 4.80963 -75.95313  44.99380 6.20189 -75.94313  46.34629 4.80963 -75.95313
rooms  46.34629 4.80963 -75.95313  44.99380 6.20189 -75.94313  46.34629 6.20189 -75.94313
rooms  46.34629 4.80963 -75.95313  46.34629 6.20189 -75.94313  46.40776 4.80963 -75.98608
rooms  46.40776 4.80963 -75.98608  46.34629 6.20189 -75.94313  46.40776 6.20189 -75.98608
rooms  46.40776 4.80963 -75.98608  46.46924 6.20189 -75.94313  46.46924 4.80963 -75.95313
rooms  46.40776 4.80963 -75.98608  46.40776 6.20189 -75.98608  46.46924 6.20189 -75.94313
rooms  46.46924 4.80963 -75.95313  47.82172 6.20189 -75.94313  47.82172 4.80963 -75.95313
rooms  46.46924 4.80963 -75.95313  46.46924 6.20189 -75.94313  47.82172 6.20189 -75.94313
rooms  47.82172 4.80963 -75.95313  47.82172 6.20189 -75.94313  47.88320 4.80963 -75.98578
rooms  47.88320 4.80963 -75.98578  47.82172 6.20189 -75.94313  47.88320 6.20189 -75.98578
rooms  47.88320 4.80963 -75.98578  47.88320 6.20189 -75.98578  47.91393 4.80963 -75.97460
rooms  47.91393 4.80963 -75.97460  47.88320 6.20189 -75.98578  47.91394 6.20189 -75.97460
rooms  47.91393 4.80963 -75.97460  47.97541 6.20189 -75.94313  47.97541 4.80963 -75.95313
rooms  47.91393 4.80963 -75.97460  47.91394 6.20189 -75.97460  47.97541 6.20189 -75.94313
rooms  47.97541 4.80963 -75.95313  47.97541 6.20189 -75.94313  49.34614 4.78056 -75.93423
rooms  49.34614 4.78056 -75.93423  47.97541 6.20189 -75.94313  49.34344 6.18308 -75.93101
rooms  49.34614 4.78056 -75.93423  49.34344 6.18308 -75.93101  49.41603 4.80963 -75.95455
rooms  49.41603 4.80963 -75.95455  49.34344 6.18308 -75.93101  49.41603 6.20189 -75.95455
rooms  41.82777 6.20189 -75.94313  41.87388 6.25613 -76.01254  41.87388 6.20189 -75.98578
rooms  41.82777 6.20189 -75.94313  41.82777 6.25613 -76.01254  41.87388 6.25613 -76.01254
rooms  41.87388 6.20189 -75.98578  41.91998 6.25613 -76.01254  41.91998 6.20189 -75.97460
rooms  41.87388 6.20189 -75.98578  41.87388 6.25613 -76.01254  41.91998 6.25613 -76.01254
rooms  41.91998 6.20189 -75.97460  41.91998 6.25613 -76.01254  41.98146 6.20189 -75.94313
rooms  41.98146 6.20189 -75.94313  41.91998 6.25613 -76.01254  41.98146 6.25613 -76.01254
rooms  41.98146 6.20189 -75.94313  41.98146 6.25613 -76.01254  42.45790 6.25613 -76.01254
rooms  41.98146 6.20189 -75.94313  42.45790 6.25613 -76.01254  42.51938 6.25613 -76.01254
rooms  41.98146 6.20189 -75.94313  42.51938 6.25613 -76.01254  42.55012 6.25613 -76.01254
rooms  41.98146 6.20189 -75.94313  42.55012 6.25613 -76.01254  42.61160 6.25613 -76.01254
rooms  41.98146 6.20189 -75.94313  42.61160 6.25613 -76.01254  43.31857 6.20189 -75.94313
rooms  43.31857 6.20189 -75.94313  42.61160 6.25613 -76.01254  43.31857 6.25613 -76.01254
rooms  43.31857 6.20189 -75.94313  43.38005 6.25613 -76.01254  43.38005 6.20189 -75.97195
rooms  43.31857 6.20189 -75.94313  43.31857 6.25613 -76.01254  43.38005 6.25613 -76.01254
rooms  43.38005 6.20189 -75.97195  43.38005 6.25613 -76.01254  43.41079 6.20189 -75.99431
rooms  43.41079 6.20189 -75.99431  43.38005 6.25613 -76.01254  43.41079 6.25613 -76.01254
rooms  43.41079 6.20189 -75.99431  43.47226 6.25613 -76.01254  43.47227 6.20189 -75.94313
rooms  43.41079 6.20189 -75.99431  43.41079 6.25613 -76.01254  43.47226 6.25613 -76.01254
rooms  43.47227 6.20189 -75.94313  43.47226 6.25613 -76.01254  43.97945 6.25613 -76.01254
rooms  43.47227 6.20189 -75.94313  43.97945 6.25613 -76.01254  44.04092 6.25613 -76.01254
rooms  43.47227 6.20189 -75.94313  44.04092 6.25613 -76.01254  44.10240 6.25613 -76.01254
rooms  43.47227 6.20189 -75.94313  44.87085 6.25613 -76.01254  44.87085 6.20189 -75.94313
rooms  43.47227 6.20189 -75.94313  44.10240 6.25613 -76.01254  44.87085 6.25613 -76.01254
rooms  44.87085 6.20189 -75.94313  44.87085 6.25613 -76.01254  44.93233 6.20189 -75.97666
rooms  44.93233 6.20189 -75.97666  44.87085 6.25613 -76.01254  44.93233 6.25613 -76.01254
rooms  44.93233 6.20189 -75.97666  44.99380 6.25613 -76.01254  44.99380 6.20189 -75.94313
rooms  44.93233 6.20189 -75.97666  44.93233 6.25613 -76.01254  44.99380 6.25613 -76.01254
rooms  44.99380 6.20189 -75.94313  44.99380 6.25613 -76.01254  45.48562 6.25613 -76.01254
rooms  44.99380 6.20189 -75.94313  45.48562 6.25613 -76.01254  45.53172 6.25613 -76.01254
rooms  44.99380 6.20189 -75.94313  45.53172 6.25613 -76.01254  45.57783 6.25613 -76.01254
rooms  44.99380 6.20189 -75.94313  45.57783 6.25613 -76.01254  46.34629 6.20189 -75.94313
rooms  46.34629 6.20189 -75.94313  45.57783 6.25613 -76.01254  46.34629 6.25613 -76.01254
rooms  46.34629 6.20189 -75.94313  46.34629 6.25613 -76.01254  46.40776 6.20189 -75.98608
rooms  46.40776 6.20189 -75.98608  46.34629 6.25613 -76.01254  46.40776 6.25613 -76.01254
rooms  46.40776 6.20189 -75.98608  46.46924 6.25613 -76.01254  46.46924 6.20189 -75.94313
rooms  46.40776 6.20189 -75.98608  46.40776 6.25613 -76.01254  46.46924 6.25613 -76.01254
rooms  46.46924 6.20189 -75.94313  46.46924 6.25613 -76.01254  46.97642 6.25613 -76.01254
rooms  46.46924 6.20189 -75.94313  46.97642 6.25613 -76.01254  47.03790 6.25613 -76.01254
rooms  46.46924 6.20189 -75.94313  47.03790 6.25613 -76.01254  47.08400 6.25613 -76.01254
rooms  46.46924 6.20189 -75.94313  47.82172 6.25613 -76.01254  47.82172 6.20189 -75.94313
rooms  46.46924 6.20189 -75.94313  47.08400 6.25613 -76.01254  47.82172 6.25613 -76.01254
rooms  47.82172 6.20189 -75.94313  47.88320 6.25613 -76.01254  47.88320 6.20189 -75.98578
rooms  47.82172 6.20189 -75.94313  47.82172 6.25613 -76.01254  47.88320 6.25613 -76.01254
rooms  47.88320 6.20189 -75.98578  47.91393 6.25613 -76.01254  47.91394 6.20189 -75.97460
rooms  47.88320 6.20189 -75.98578  47.88320 6.25613 -76.01254  47.91393 6.25613 -76.01254
rooms  47.91394 6.20189 -75.97460  47.91393 6.25613 -76.01254  47.97541 6.20189 -75.94313
rooms  47.97541 6.20189 -75.94313  47.91393 6.25613 -76.01254  47.97541 6.25613 -76.01254
rooms  47.97541 6.20189 -75.94313  47.97541 6.25613 -76.01254  48.45185 6.25613 -76.01254
rooms  47.97541 6.20189 -75.94313  48.45185 6.25613 -76.01254  48.51333 6.25613 -76.01254
rooms  47.97541 6.20189 -75.94313  48.51333 6.25613 -76.01254  48.54407 6.25613 -76.01254
rooms  47.97541 6.20189 -75.94313  48.54407 6.25613 -76.01254  48.60555 6.25613 -76.01254
rooms  47.97541 6.20189 -75.94313  48.60555 6.25613 -76.01254  49.34344 6.18308 -75.93101
rooms  49.34344 6.18308 -75.93101  48.60555 6.25613 -76.01254  49.37889 6.19511 -75.97319
rooms  49.34344 6.18308 -75.93101  49.37889 6.19511 -75.97319  49.41603 6.20189 -75.95455
rooms  49.41603 6.20189 -75.95455  49.37889 6.19511 -75.97319  49.44473 6.25613 -75.98325
rooms  41.87388 6.25613 -76.01254  41.09006 6.31037 -75.94960  41.91998 6.25613 -76.01254
rooms  41.91998 6.25613 -76.01254  41.09006 6.31037 -75.94960  41.98146 6.25613 -76.01254
rooms  41.98146 6.25613 -76.01254  41.09006 6.31037 -75.94960  42.45790 6.25613 -76.01254
rooms  42.45790 6.25613 -76.01254  41.09006 6.31037 -75.94960  42.45790 6.31037 -75.94960
rooms  42.45790 6.25613 -76.01254  42.45790 6.31037 -75.94960  42.51938 6.25613 -76.01254
rooms  42.51938 6.25613 -76.01254  42.45790 6.31037 -75.94960  42.51938 6.31037 -76.00666
rooms  42.51938 6.25613 -76.01254  42.51938 6.31037 -76.00666  42.55012 6.25613 -76.01254
rooms  42.55012 6.25613 -76.01254  42.51938 6.31037 -76.00666  42.55012 6.31037 -76.00549
rooms  42.55012 6.25613 -76.01254  42.55012 6.31037 -76.00549  42.61160 6.25613 -76.01254
rooms  42.61160 6.25613 -76.01254  42.55012 6.31037 -76.00549  42.61160 6.31037 -75.94960
rooms  42.61160 6.25613 -76.01254  42.61160 6.31037 -75.94960  43.31857 6.25613 -76.01254
rooms  43.31857 6.25613 -76.01254  42.61160 6.31037 -75.94960  43.38005 6.25613 -76.01254
rooms  43.38005 6.25613 -76.01254  42.61160 6.31037 -75.94960  43.41079 6.25613 -76.01254
rooms  43.41079 6.25613 -76.01254  42.61160 6.31037 -75.94960  43.47226 6.25613 -76.01254
rooms  43.47226 6.25613 -76.01254  43.97945 6.31037 -75.94960  43.97945 6.25613 -76.01254
rooms  43.47226 6.25613 -76.01254  42.61160 6.31037 -75.94960  43.97945 6.31037 -75.94960
rooms  43.97945 6.25613 -76.01254  43.97945 6.31037 -75.94960  44.04092 6.25613 -76.01254
rooms  44.04092 6.25613 -76.01254  43.97945 6.31037 -75.94960  44.04092 6.31037 -75.99784
rooms  44.04092 6.25613 -76.01254  44.10240 6.31037 -75.94960  44.10240 6.25613 -76.01254
rooms  44.04092 6.25613 -76.01254  44.04092 6.31037 -75.99784  44.10240 6.31037 -75.94960
rooms  44.10240 6.25613 -76.01254  44.10240 6.31037 -75.94960  44.87085 6.25613 -76.01254
rooms  44.87085 6.25613 -76.01254  44.10240 6.31037 -75.94960  44.93233 6.25613 -76.01254
rooms  44.93233 6.25613 -76.01254  44.10240 6.31037 -75.94960  44.99380 6.25613 -76.01254
rooms  44.99380 6.25613 -76.01254  45.48562 6.31037 -75.94960  45.48562 6.25613 -76.01254
rooms  44.99380 6.25613 -76.01254  44.10240 6.31037 -75.94960  45.48562 6.31037 -75.94960
rooms  45.48562 6.25613 -76.01254  45.48562 6.31037 -75.94960  45.53172 6.25613 -76.01254
rooms  45.53172 6.25613 -76.01254  45.48562 6.31037 -75.94960  45.53172 6.31037 -75.98078
rooms  45.53172 6.25613 -76.01254  45.57784 6.31037 -75.94960  45.57783 6.25613 -76.01254
rooms  45.53172 6.25613 -76.01254  45.53172 6.31037 -75.98078  45.57784 6.31037 -75.94960
rooms  45.57783 6.25613 -76.01254  45.57784 6.31037 -75.94960  46.34629 6.25613 -76.01254
rooms  46.34629 6.25613 -76.01254  45.57784 6.31037 -75.94960  46.40776 6.25613 -76.01254
rooms  46.40776 6.25613 -76.01254  45.57784 6.31037 -75.94960  46.46924 6.25613 -76.01254
rooms  46.46924 6.25613 -76.01254  46.97642 6.31037 -75.94960  46.97642 6.25613 -76.01254
rooms  46.46924 6.25613 -76.01254  45.57784 6.31037 -75.94960  46.97642 6.31037 -75.94960
rooms  46.97642 6.25613 -76.01254  47.03790 6.31037 -75.98137  47.03790 6.25613 -76.01254
rooms  46.97642 6.25613 -76.01254  46.97642 6.31037 -75.94960  47.03790 6.31037 -75.98137
rooms  47.03790 6.25613 -76.01254  47.03790 6.31037 -75.98137  47.08400 6.25613 -76.01254
rooms  47.08400 6.25613 -76.01254  47.03790 6.31037 -75.98137  47.08400 6.31037 -75.94960
rooms  47.08400 6.25613 -76.01254  47.08400 6.31037 -75.94960  47.82172 6.25613 -76.01254
rooms  47.82172 6.25613 -76.01254  47.08400 6.31037 -75.94960  47.88320 6.25613 -76.01254
rooms  47.88320 6.25613 -76.01254  47.08400 6.31037 -75.94960  47.91393 6.25613 -76.01254
rooms  47.91393 6.25613 -76.01254  47.08400 6.31037 -75.94960  47.97541 6.25613 -76.01254
rooms  47.97541 6.25613 -76.01254  47.08400 6.31037 -75.94960  48.45185 6.25613 -76.01254
rooms  48.45185 6.25613 -76.01254  47.08400 6.31037 -75.94960  48.45185 6.31037 -75.94960
rooms  48.45185 6.25613 -76.01254  48.51333 6.31037 -76.00666  48.51333 6.25613 -76.01254
rooms  48.45185 6.25613 -76.01254  48.45185 6.31037 -75.94960  48.51333 6.31037 -76.00666
rooms  48.51333 6.25613 -76.01254  48.51333 6.31037 -76.00666  48.54407 6.25613 -76.01254
rooms  48.54407 6.25613 -76.01254  48.51333 6.31037 -76.00666  48.54407 6.31037 -76.00549
rooms  48.54407 6.25613 -76.01254  48.54407 6.31037 -76.00549  48.60555 6.25613 -76.01254
rooms  48.60555 6.25613 -76.01254  48.54407 6.31037 -76.00549  48.60555 6.31037 -75.94960
rooms  48.60555 6.25613 -76.01254  48.60555 6.31037 -75.94960  49.37889 6.19511 -75.97319
rooms  49.37889 6.19511 -75.97319  49.41603 6.31037 -75.95455  49.44473 6.25613 -75.98325
rooms  49.37889 6.19511 -75.97319  48.60555 6.31037 -75.94960  49.41603 6.31037 -75.95455
rooms  42.45790 6.31037 -75.94960  42.45790 7.68455 -75.93049  42.51938 6.31037 -76.00666
rooms  42.51938 6.31037 -76.00666  42.51938 7.68455 -76.00666  42.55012 6.31037 -76.00549
rooms  42.55012 6.31037 -76.00549  42.61160 7.68455 -75.91372  42.61160 6.31037 -75.94960
rooms  42.61160 6.31037 -75.94960  42.61160 7.68455 -75.91372  43.97945 6.31037 -75.94960
rooms  43.97945 6.31037 -75.94960  43.97945 7.68455 -75.93314  44.04092 6.31037 -75.99784
rooms  44.04092 6.31037 -75.99784  44.04092 7.68455 -75.99784  44.10240 6.31037 -75.94960
rooms  44.10240 6.31037 -75.94960  44.10240 7.68455 -75.92990  45.48562 6.31037 -75.94960
rooms  45.48562 6.31037 -75.94960  45.53172 7.68455 -75.98078  45.53172 6.31037 -75.98078
rooms  45.53172 6.31037 -75.98078  45.53172 7.68455 -75.98078  45.57784 6.31037 -75.94960
rooms  45.57784 6.31037 -75.94960  46.97642 7.68455 -75.93195  46.97642 6.31037 -75.94960
rooms  46.97642 6.31037 -75.94960  46.97642 7.68455 -75.93195  47.03790 6.31037 -75.98137
rooms  47.03790 6.31037 -75.98137  47.08400 7.68455 -75.93843  47.08400 6.31037 -75.94960
rooms  47.08400 6.31037 -75.94960  47.08400 7.68455 -75.93843  48.45185 6.31037 -75.94960
rooms  48.45185 6.31037 -75.94960  48.45185 7.68455 -75.93049  48.51333 6.31037 -76.00666
rooms  48.51333 6.31037 -76.00666  48.51333 7.68455 -76.00666  48.54407 6.31037 -76.00549
rooms  48.54407 6.31037 -76.00549  48.60555 7.68455 -75.91372  48.60555 6.31037 -75.94960
rooms  48.60555 6.31037 -75.94960  48.60555 7.68455 -75.91372  49.41603 6.31037 -75.95455
rooms  49.37423 7.68455 -75.91274  49.41108 6.31037 -75.40715  49.41603 6.31037 -75.95455
rooms  49.39461 7.68455 -75.40715  49.45932 6.31037 -75.34235  49.41108 6.31037 -75.40715
rooms  49.45932 7.68455 -75.34235  49.41108 6.31037 -75.27757  49.45932 6.31037 -75.34235
rooms  49.39138 7.68455 -75.27757  49.41108 6.31037 -73.90399  49.41108 6.31037 -75.27757
rooms  49.44226 7.68455 -73.85216  49.44226 6.31037 -73.85216  49.41108 6.31037 -73.90399
rooms  49.44226 7.68455 -73.85216  49.41108 6.31037 -73.80032  49.44226 6.31037 -73.85216
rooms  49.39344 7.68455 -72.41380  49.41108 6.31037 -72.41379  49.41108 6.31037 -73.80032
rooms  49.39344 7.68455 -72.41380  49.44285 6.31037 -72.34900  49.41108 6.31037 -72.41379
rooms  49.39991 7.68455 -72.29716  49.41108 6.31037 -72.29716  49.44285 6.31037 -72.34900
rooms  49.39991 7.68455 -72.29716  49.41108 6.31037 -70.93655  49.41108 6.31037 -72.29716
rooms  49.39196 7.68455 -70.93655  49.46814 6.31037 -70.87176  49.41108 6.31037 -70.93655
rooms  49.46814 7.68455 -70.87176  49.46696 6.31037 -70.83289  49.46814 6.31037 -70.87176
rooms  49.37520 7.68455 -70.78105  49.41108 6.31037 -70.78105  49.46696 6.31037 -70.83289
rooms  49.37520 7.68455 -70.78105  49.41108 6.31037 -69.40747  49.41108 6.31037 -70.78105
rooms  49.39461 7.68455 -69.40747  49.45932 6.31037 -69.34268  49.41108 6.31037 -69.40747
rooms  49.45932 7.68455 -69.34268  49.41108 6.31037 -69.27789  49.45932 6.31037 -69.34268
rooms  49.39138 7.68455 -69.27789  49.41108 6.31037 -67.90432  49.41108 6.31037 -69.27789
rooms  49.44226 7.68455 -67.85248  49.44226 6.31037 -67.85248  49.41108 6.31037 -67.90432
rooms  49.44226 7.68455 -67.85248  49.41108 6.31037 -67.80065  49.44226 6.31037 -67.85248
rooms  49.39344 7.68455 -66.40116  49.41108 6.31037 -66.40116  49.41108 6.31037 -67.80065
rooms  49.39344 7.68455 -66.40116  49.44285 6.31037 -66.34932  49.41108 6.31037 -66.40116
rooms  49.39991 7.68455 -66.29749  49.41108 6.31037 -66.29749  49.44285 6.31037 -66.34932
rooms  49.41603 6.31037 -75.95455  49.41108 6.31037 -75.40715  49.47403 6.25613 -75.40715
rooms  49.41603 6.31037 -75.95455  49.47403 6.25613 -75.40715  49.44473 6.25613 -75.98325
rooms  49.41108 6.31037 -75.40715  49.45932 6.31037 -75.34235  49.47403 6.25613 -75.34235
rooms  49.41108 6.31037 -75.40715  49.47403 6.25613 -75.34235  49.47403 6.25613 -75.40715
rooms  49.45932 6.31037 -75.34235  49.41108 6.31037 -75.27757  49.47403 6.25613 -75.34235
rooms  49.41108 6.31037 -75.27757  49.47403 6.25613 -75.27757  49.47403 6.25613 -75.34235
rooms  49.41108 6.31037 -75.27757  49.47403 6.25613 -74.51303  49.47403 6.25613 -75.27757
rooms  49.41108 6.31037 -75.27757  49.47403 6.25613 -74.44823  49.47403 6.25613 -74.51303
rooms  49.41108 6.31037 -75.27757  49.47403 6.25613 -74.38345  49.47403 6.25613 -74.44823
rooms  49.41108 6.31037 -75.27757  49.41108 6.31037 -73.90399  49.47403 6.25613 -74.38345
rooms  49.41108 6.31037 -73.90399  49.47403 6.25613 -73.90399  49.47403 6.25613 -74.38345
rooms  49.41108 6.31037 -73.90399  49.44226 6.31037 -73.85216  49.47403 6.25613 -73.85216
rooms  49.41108 6.31037 -73.90399  49.47403 6.25613 -73.85216  49.47403 6.25613 -73.90399
rooms  49.44226 6.31037 -73.85216  49.41108 6.31037 -73.80032  49.47403 6.25613 -73.85216
rooms  49.41108 6.31037 -73.80032  49.47403 6.25613 -73.80032  49.47403 6.25613 -73.85216
rooms  49.41108 6.31037 -73.80032  49.47403 6.25613 -73.03579  49.47403 6.25613 -73.80032
rooms  49.41108 6.31037 -73.80032  49.47403 6.25613 -72.97099  49.47403 6.25613 -73.03579
rooms  49.41108 6.31037 -73.80032  49.47403 6.25613 -72.90620  49.47403 6.25613 -72.97099
rooms  49.41108 6.31037 -73.80032  49.41108 6.31037 -72.41379  49.47403 6.25613 -72.90620
rooms  49.41108 6.31037 -72.41379  49.47403 6.25613 -72.41379  49.47403 6.25613 -72.90620
rooms  49.41108 6.31037 -72.41379  49.44285 6.31037 -72.34900  49.47403 6.25613 -72.34900
rooms  49.41108 6.31037 -72.41379  49.47403 6.25613 -72.34900  49.47403 6.25613 -72.41379
rooms  49.44285 6.31037 -72.34900  49.41108 6.31037 -72.29716  49.47403 6.25613 -72.29716
rooms  49.44285 6.31037 -72.34900  49.47403 6.25613 -72.29716  49.47403 6.25613 -72.34900
rooms  49.41108 6.31037 -72.29716  49.47403 6.25613 -71.55855  49.47403 6.25613 -72.29716
rooms  49.41108 6.31037 -72.29716  49.47403 6.25613 -71.50671  49.47403 6.25613 -71.55855
rooms  49.41108 6.31037 -72.29716  49.47403 6.25613 -71.46783  49.47403 6.25613 -71.50671
rooms  49.41108 6.31037 -72.29716  49.47403 6.25613 -71.41601  49.47403 6.25613 -71.46783
rooms  49.41108 6.31037 -72.29716  49.41108 6.31037 -70.93655  49.47403 6.25613 -71.41601
rooms  49.41108 6.31037 -70.93655  49.47403 6.25613 -70.93655  49.47403 6.25613 -71.41601
rooms  49.41108 6.31037 -70.93655  49.46814 6.31037 -70.87176  49.47403 6.25613 -70.93655
rooms  49.46814 6.31037 -70.87176  49.47403 6.25613 -70.87176  49.47403 6.25613 -70.93655
rooms  49.46814 6.31037 -70.87176  49.46696 6.31037 -70.83289  49.47403 6.25613 -70.83289
rooms  49.46814 6.31037 -70.87176  49.47403 6.25613 -70.83289  49.47403 6.25613 -70.87176
rooms  49.46696 6.31037 -70.83289  49.41108 6.31037 -70.78105  49.47403 6.25613 -70.78105
rooms  49.46696 6.31037 -70.83289  49.47403 6.25613 -70.78105  49.47403 6.25613 -70.83289
rooms  49.41108 6.31037 -70.78105  49.47403 6.25613 -70.06834  49.47403 6.25613 -70.78105
rooms  49.41108 6.31037 -70.78105  49.47403 6.25613 -70.00356  49.47403 6.25613 -70.06834
rooms  49.41108 6.31037 -70.78105  49.47403 6.25613 -69.96468  49.47403 6.25613 -70.00356
rooms  49.41108 6.31037 -70.78105  49.47403 6.25613 -69.91285  49.47403 6.25613 -69.96468
rooms  49.41108 6.31037 -70.78105  49.41108 6.31037 -69.40747  49.47403 6.25613 -69.91285
rooms  49.41108 6.31037 -69.40747  49.47403 6.25613 -69.40747  49.47403 6.25613 -69.91285
rooms  49.41108 6.31037 -69.40747  49.45932 6.31037 -69.34268  49.47403 6.25613 -69.34268
rooms  49.41108 6.31037 -69.40747  49.47403 6.25613 -69.34268  49.47403 6.25613 -69.40747
rooms  49.45932 6.31037 -69.34268  49.41108 6.31037 -69.27789  49.47403 6.25613 -69.34268
rooms  49.41108 6.31037 -69.27789  49.47403 6.25613 -69.27789  49.47403 6.25613 -69.34268
rooms  49.41108 6.31037 -69.27789  49.47403 6.25613 -68.51335  49.47403 6.25613 -69.27789
rooms  49.41108 6.31037 -69.27789  49.47403 6.25613 -68.44856  49.47403 6.25613 -68.51335
rooms  49.41108 6.31037 -69.27789  49.47403 6.25613 -68.38377  49.47403 6.25613 -68.44856
rooms  49.41108 6.31037 -69.27789  49.41108 6.31037 -67.90432  49.47403 6.25613 -68.38377
rooms  49.41108 6.31037 -67.90432  49.47403 6.25613 -67.90431  49.47403 6.25613 -68.38377
rooms  49.41108 6.31037 -67.90432  49.44226 6.31037 -67.85248  49.47403 6.25613 -67.85248
rooms  49.41108 6.31037 -67.90432  49.47403 6.25613 -67.85248  49.47403 6.25613 -67.90431
rooms  49.44226 6.31037 -67.85248  49.41108 6.31037 -67.80065  49.47403 6.25613 -67.85248
rooms  49.41108 6.31037 -67.80065  49.47403 6.25613 -67.80065  49.47403 6.25613 -67.85248
rooms  49.41108 6.31037 -67.80065  49.47403 6.25613 -67.03611  49.47403 6.25613 -67.80065
rooms  49.41108 6.31037 -67.80065  49.47403 6.25613 -66.97132  49.47403 6.25613 -67.03611
rooms  49.41108 6.31037 -67.80065  49.47403 6.25613 -66.90653  49.47403 6.25613 -66.97132
rooms  49.41108 6.31037 -67.80065  49.41108 6.31037 -66.40116  49.47403 6.25613 -66.40116
rooms  49.41108 6.31037 -67.80065  49.47403 6.25613 -66.40116  49.47403 6.25613 -66.90653
rooms  49.41108 6.31037 -66.40116  49.44285 6.31037 -66.34932  49.47403 6.25613 -66.40116
rooms  49.44285 6.31037 -66.34932  49.47403 6.25613 -66.34932  49.47403 6.25613 -66.40116
rooms  49.44285 6.31037 -66.34932  49.41108 6.31037 -66.29749  49.47403 6.25613 -66.29749
rooms  49.44285 6.31037 -66.34932  49.47403 6.25613 -66.29749  49.47403 6.25613 -66.34932
rooms  49.41108 6.31037 -66.29749  49.47403 6.25613 -65.55887  49.47403 6.25613 -66.29749
rooms  49.44473 6.25613 -75.98325  49.47403 6.25613 -75.40715  49.41603 6.20189 -75.95455
rooms  49.47403 6.25613 -75.40715  49.47403 6.25613 -75.34235  49.41603 6.20189 -75.95455
rooms  49.47403 6.25613 -75.34235  49.47403 6.25613 -75.27757  49.41603 6.20189 -75.95455
rooms  49.47403 6.25613 -75.27757  49.47403 6.25613 -74.51303  49.41603 6.20189 -75.95455
rooms  49.47403 6.25613 -74.51303  49.40461 6.20189 -74.51303  49.41603 6.20189 -75.95455
rooms  49.47403 6.25613 -74.51303  49.47403 6.25613 -74.44823  49.43814 6.20189 -74.44823
rooms  49.47403 6.25613 -74.51303  49.43814 6.20189 -74.44823  49.40461 6.20189 -74.51303
rooms  49.47403 6.25613 -74.44823  49.47403 6.25613 -74.38345  49.43814 6.20189 -74.44823
rooms  49.47403 6.25613 -74.38345  49.40461 6.20189 -74.38345  49.43814 6.20189 -74.44823
rooms  49.47403 6.25613 -74.38345  49.47403 6.25613 -73.90399  49.40461 6.20189 -74.38345
rooms  49.47403 6.25613 -73.90399  49.47403 6.25613 -73.85216  49.40461 6.20189 -74.38345
rooms  49.47403 6.25613 -73.85216  49.47403 6.25613 -73.80032  49.40461 6.20189 -74.38345
rooms  49.47403 6.25613 -73.80032  49.47403 6.25613 -73.03579  49.40461 6.20189 -74.38345
rooms  49.47403 6.25613 -73.03579  49.40461 6.20189 -73.03579  49.40461 6.20189 -74.38345
rooms  49.47403 6.25613 -73.03579  49.47403 6.25613 -72.97099  49.44756 6.20189 -72.97099
rooms  49.47403 6.25613 -73.03579  49.44756 6.20189 -72.97099  49.40461 6.20189 -73.03579
rooms  49.47403 6.25613 -72.97099  49.47403 6.25613 -72.90620  49.44756 6.20189 -72.97099
rooms  49.47403 6.25613 -72.90620  49.40461 6.20189 -72.90620  49.44756 6.20189 -72.97099
rooms  49.47403 6.25613 -72.90620  49.47403 6.25613 -72.41379  49.40461 6.20189 -72.90620
rooms  49.47403 6.25613 -72.41379  49.47403 6.25613 -72.34900  49.40461 6.20189 -72.90620
rooms  49.47403 6.25613 -72.34900  49.47403 6.25613 -72.29716  49.40461 6.20189 -72.90620
rooms  49.47403 6.25613 -72.29716  49.47403 6.25613 -71.55855  49.40461 6.20189 -72.90620
rooms  49.47403 6.25613 -71.55855  49.40461 6.20189 -71.55855  49.40461 6.20189 -72.90620
rooms  49.47403 6.25613 -71.55855  49.47403 6.25613 -71.50671  49.40461 6.20189 -71.55855
rooms  49.47403 6.25613 -71.50671  49.44726 6.20189 -71.50671  49.40461 6.20189 -71.55855
rooms  49.47403 6.25613 -71.50671  49.47403 6.25613 -71.46783  49.44726 6.20189 -71.50671
rooms  49.47403 6.25613 -71.46783  49.43608 6.20189 -71.46784  49.44726 6.20189 -71.50671
rooms  49.47403 6.25613 -71.46783  49.47403 6.25613 -71.41601  49.40461 6.20189 -71.41600
rooms  49.47403 6.25613 -71.46783  49.40461 6.20189 -71.41600  49.43608 6.20189 -71.46784
rooms  49.47403 6.25613 -71.41601  49.47403 6.25613 -70.93655  49.40461 6.20189 -71.41600
rooms  49.47403 6.25613 -70.93655  49.47403 6.25613 -70.87176  49.40461 6.20189 -71.41600
